episode,timestep,episode_reward,episode_length,visited_rooms,explored_pct
155,21115,402.9166,396,2,78.22
156,21542,554.1589,427,3,80.86
157,21699,-13.0352,157,1,28.52
158,22299,337.3247,600,3,77.25
159,22366,28.3121,67,1,21.68
160,22612,51.2596,246,1,44.63
161,23212,483.653,600,4,86.23
162,23308,3.0786,96,1,37.6
163,23415,65.6105,107,1,22.95
164,23570,245.4121,155,2,69.04
165,23634,-14.5641,64,1,34.08
166,24008,478.6365,374,3,79.1
167,24230,266.7045,222,2,58.3
168,24830,424.3222,600,3,81.45
169,25430,477.1359,600,3,81.84
170,25561,54.6062,131,1,47.07
171,26161,463.6238,600,3,80.66
172,26428,313.2997,267,2,78.52
173,27028,485.8513,600,3,89.55
174,27496,183.8179,468,2,58.2
175,28096,343.0,600,3,77.34
176,28696,420.2541,600,3,77.83
177,28737,15.433,41,1,36.62
178,28930,247.5814,193,2,61.91
179,29229,267.1892,299,2,55.27
180,29345,100.8065,116,1,48.34
181,29644,391.1695,299,3,76.76
182,30244,345.6699,600,3,70.41
183,30844,740.6807,600,5,98.83
184,31444,550.6,600,4,83.11
185,31540,164.7417,96,2,54.59
186,31568,13.4558,28,1,21.48
187,32168,381.255,600,3,80.66
188,32768,420.1224,600,3,82.32
189,33368,304.1862,600,3,74.71
190,33459,95.3762,91,1,27.15
191,33531,62.826,72,1,44.53
192,34131,692.7662,600,4,84.18
193,34172,30.3286,41,1,46.68
194,34702,293.1804,530,3,75.59
195,35302,691.663,600,5,91.11
196,35414,33.2684,112,1,21.19
197,35759,307.8984,345,2,75.59
198,35988,380.5915,229,3,80.57
199,36289,324.3539,301,3,56.64
200,36889,387.3935,600,3,80.27
201,36911,-9.4296,22,1,17.29
202,37093,290.8036,182,2,54.1
203,37120,-7.1028,27,1,35.06
204,37195,-8.1472,75,1,18.75
205,37795,392.1065,600,3,76.76
206,38395,429.1051,600,3,81.54
207,38570,277.9844,175,2,56.54
208,38623,24.1454,53,1,20.31
209,39223,664.5571,600,4,94.92
210,39645,578.4122,422,4,71.19
211,39791,176.4958,146,2,49.32
212,40391,370.1756,600,3,73.44
213,40991,154.8075,600,2,63.09
214,41591,868.5864,600,5,99.12
215,41859,160.8008,268,3,51.95
216,42310,560.7479,451,4,85.64
217,42419,180.6941,109,2,52.25
218,42479,55.3929,60,1,47.95
219,42651,227.6503,172,2,62.3
220,42714,60.019,63,1,24.32
221,42788,90.9534,74,1,51.66
222,42831,60.3594,43,1,48.05
223,42860,7.4313,29,1,43.16
224,42930,51.0753,70,1,42.09
225,43024,6.9971,94,1,27.25
226,43462,137.8773,438,2,56.74
227,43571,164.1588,109,2,63.96
228,43742,276.6218,171,3,74.41
229,43906,114.4978,164,1,45.21
230,43996,79.4506,90,1,48.73
231,44155,169.9609,159,1,54.98
232,44398,323.7713,243,3,81.64
233,44448,61.6477,50,1,45.31
234,44506,28.178,58,1,44.43
235,44776,142.0135,270,2,53.91
236,44878,66.5456,102,1,24.02
237,44938,54.6108,60,1,43.55
238,45039,112.0171,101,1,36.82
239,45101,20.8364,62,1,44.73
240,45279,197.9465,178,2,59.38
241,45331,54.7965,52,1,22.46
242,45369,48.0275,38,1,26.27
243,45413,18.0492,44,1,38.38
244,45441,-1.8052,28,1,20.21
245,45551,104.8087,110,1,37.21
246,45625,111.1538,74,1,30.08
247,45697,55.2693,72,1,33.3
248,45931,371.5889,234,4,81.45
249,46113,208.6625,182,2,64.94
250,46513,319.237,400,4,84.38
251,46830,425.6814,317,3,67.77
252,47139,289.3407,309,4,82.03
253,47279,207.9447,140,2,64.36
254,47350,36.5205,71,1,27.73
255,47486,145.3133,136,2,56.15
256,47552,70.1995,66,1,34.38
257,47643,83.2949,91,1,34.38
258,47719,49.4871,76,1,55.57
259,47760,54.8319,41,1,44.92
260,47896,190.6665,136,2,63.96
261,47939,23.4744,43,1,41.41
262,48079,53.2073,140,1,32.71
263,48113,36.9634,34,1,51.76
264,48713,575.5602,600,3,82.42
265,48763,11.8174,50,1,36.72
266,48899,128.6515,136,2,45.31
267,48954,-13.973,55,1,18.16
268,49020,39.8859,66,1,40.62
269,49051,34.3976,31,1,42.48
270,49147,123.0305,96,1,52.93
271,49447,217.5975,300,3,79.98
272,49508,64.4014,61,1,42.09
273,49671,91.9886,163,2,56.93
274,49743,6.7957,72,1,21.0
275,49839,123.6044,96,1,41.31
276,49865,30.8923,26,2,45.21
277,49925,67.7393,60,1,55.57
278,50006,100.6427,81,1,61.04
279,50053,23.2381,47,1,21.68
280,50142,135.6294,89,2,57.03
281,50209,48.1307,67,1,40.23
282,50289,65.8362,80,1,34.77
283,50497,239.2805,208,3,73.05
284,50788,384.8288,291,4,90.62
285,50822,39.4422,34,1,23.54
286,50909,76.3393,87,1,24.51
287,51036,155.4165,127,2,51.86
288,51152,67.7473,116,1,46.29
289,51198,66.1518,46,1,52.64
290,51278,6.192,80,1,19.73
291,51313,36.9536,35,1,38.67
292,51421,119.3191,108,1,53.03
293,51473,24.4213,52,1,39.16
294,51575,144.8776,102,2,29.79
295,51826,237.7307,251,3,80.96
296,52292,394.3989,466,5,89.65
297,52321,-11.8509,29,1,32.91
298,52360,0.2076,39,1,33.98
299,52407,59.4089,47,1,55.27
300,52448,42.583,41,1,43.65
301,52523,89.1198,75,1,38.28
302,52564,88.4548,41,2,54.69
303,52587,36.6212,23,2,43.07
304,52617,-10.3624,30,1,18.85
305,52733,44.7898,116,1,29.49
306,52779,65.6838,46,1,50.68
307,52813,6.4781,34,1,43.16
308,52989,164.8437,176,2,52.05
309,53077,141.1947,88,1,43.65
310,53169,-20.6072,92,1,27.64
311,53197,-28.6817,28,1,25.49
312,53297,97.6542,100,1,46.09
313,53304,-26.0065,7,1,16.99
314,53347,50.7718,43,1,24.32
315,53361,-15.3039,14,1,17.29
316,53464,86.2701,103,1,53.52
317,53507,-24.0512,43,1,26.07
318,53574,32.8028,67,1,28.12
319,53612,-7.0775,38,1,19.63
320,53656,12.2365,44,1,38.18
321,53761,33.1793,105,2,45.41
322,53784,-15.5957,23,1,17.38
323,53841,11.5912,57,1,40.82
324,53878,-29.1224,37,1,25.78
325,53937,54.7471,59,1,21.78
326,54082,134.6837,145,2,47.75
327,54189,156.5342,107,2,55.08
328,54249,75.3239,60,1,45.02
329,54339,-29.7082,90,1,37.89
330,54382,41.5264,43,1,23.54
331,54399,-6.5917,17,1,19.63
332,54439,63.5476,40,1,48.14
333,54491,44.2228,52,1,24.32
334,54508,-6.5131,17,1,40.53
335,54722,411.1009,214,3,67.87
336,54762,15.7487,40,1,42.19
337,54837,129.5024,75,2,55.76
338,54985,134.4118,148,2,57.52
339,55050,42.4685,65,1,40.82
340,55420,420.0404,370,3,70.9
341,55477,61.8357,57,1,44.24
342,55745,247.2001,268,2,61.04
343,55780,62.3502,35,2,55.18
344,55806,4.3394,26,1,18.65
345,55837,-7.6415,31,1,18.95
346,55929,43.3508,92,1,41.21
347,55983,77.25,54,2,57.52
348,56030,-6.5564,47,1,39.16
349,56081,34.0397,51,1,42.09
350,56147,-2.2224,66,1,39.84
351,56158,-11.5254,11,1,42.48
352,56253,104.5563,95,1,40.53
353,56334,6.2929,81,1,26.86
354,56426,130.917,92,1,32.42
355,56505,127.311,79,2,63.96
356,56608,84.5467,103,1,46.97
357,56692,-10.949,84,1,19.92
358,56770,-0.5537,78,1,40.04
359,56820,-0.6812,50,1,42.48
360,56865,-8.7678,45,1,19.63
361,56906,-2.6466,41,1,35.94
362,56950,48.4303,44,1,46.29
363,57203,392.7187,253,2,62.79
364,57233,12.8835,30,1,20.12
365,57293,50.8097,60,1,46.19
366,57336,48.4042,43,1,44.04
367,57375,21.3768,39,1,40.14
368,57439,19.6228,64,1,44.04
369,57526,36.2258,87,1,28.91
370,57556,12.6403,30,1,39.94
371,57585,23.9085,29,1,21.97
372,57817,368.0842,232,3,86.62
373,57867,91.962,50,2,59.08
374,57935,-20.0724,68,1,26.76
375,57953,-0.0789,18,1,41.11
376,58137,111.9663,184,2,46.88
377,58196,56.0954,59,1,47.36
378,58344,271.6558,148,2,54.2
379,58593,356.3456,249,2,65.72
380,58754,140.174,161,2,48.24
381,58811,13.3465,57,1,39.55
382,58865,58.3449,54,1,46.0
383,59074,271.9856,209,4,83.11
384,59113,45.9019,39,1,47.36
385,59173,-20.7886,60,1,26.76
386,59195,-26.8654,22,1,19.53
387,59233,52.0878,38,1,47.27
388,59287,24.5112,54,1,44.43
389,59330,51.2066,43,1,43.95
390,59376,21.1818,46,1,43.16
391,59390,-6.0877,14,1,42.38
392,59432,25.9246,42,1,24.32
393,59600,17.3353,168,1,28.42
394,59630,-20.0456,30,1,18.46
395,59647,-11.8869,17,1,18.36
396,59687,-22.1711,40,1,19.53
397,59730,41.4406,43,1,46.09
398,59774,50.7459,44,1,47.46
399,59869,149.7451,95,2,61.62
400,59911,51.7545,42,1,46.29
401,59965,65.0795,54,1,53.52
402,60034,42.0597,69,1,31.25
403,60232,305.2121,198,2,60.94
404,60311,35.0386,79,1,42.87
405,60351,62.6432,40,1,42.87
406,60541,282.4096,190,3,51.95
407,60637,170.215,96,2,63.18
408,60674,2.8051,37,1,34.08
409,60715,59.1264,41,2,46.0
410,60730,-21.1507,15,1,17.09
411,60742,-12.0482,12,1,18.75
412,60938,218.4481,196,2,65.04
413,60984,74.9356,46,1,56.54
414,61004,-6.8891,20,1,37.11
415,61192,251.4816,188,2,72.07
416,61270,94.8485,78,1,56.74
417,61298,31.4793,28,1,40.33
418,61347,14.4688,49,1,37.99
419,61475,106.441,128,2,61.43
420,61540,19.1905,65,1,43.46
421,61567,-16.8031,27,1,19.04
422,61598,30.3753,31,2,46.09
423,61785,316.4689,187,3,78.61
424,61826,7.534,41,1,43.85
425,61898,-32.5516,72,1,26.46
426,61907,-20.3817,9,1,17.68
427,61939,-4.7484,32,1,19.04
428,61998,10.5858,59,1,43.07
429,62187,285.597,189,3,83.01
430,62235,52.8423,48,1,40.72
431,62286,-13.3333,51,1,18.85
432,62387,8.3365,101,1,39.94
433,62457,70.5769,70,1,46.58
434,62759,238.5095,302,3,80.27
435,62869,121.2382,110,2,48.83
436,63039,343.36,170,3,81.64
437,63155,248.3252,116,2,56.35
438,63186,-23.0348,31,1,19.82
439,63302,213.3064,116,2,62.01
440,63416,115.0579,114,1,49.32
441,63594,256.7351,178,2,55.27
442,63627,-12.1571,33,1,17.38
443,63672,41.2401,45,1,40.43
444,63807,32.2081,135,1,29.3
445,64054,132.6085,247,2,50.39
446,64254,168.7878,200,2,55.57
447,64283,1.6311,29,1,43.07
448,64328,-7.746,45,1,41.02
449,64408,123.6748,80,1,53.61
450,64447,-5.7665,39,1,19.34
451,64473,36.1882,26,2,45.41
452,64628,329.5336,155,3,85.06
453,64800,373.0862,172,3,79.59
454,64908,75.8881,108,2,51.27
455,64978,117.8238,70,1,63.48
456,65004,13.6752,26,1,40.72
457,65028,-0.9311,24,1,19.24
458,65046,-19.5783,18,1,17.58
459,65082,31.2025,36,1,46.48
460,65140,0.7431,58,1,41.8
461,65155,-18.021,15,1,17.48
462,65235,16.5379,80,1,42.87
463,65274,14.6569,39,1,21.29
464,65355,98.6254,81,1,54.0
465,65429,164.8724,74,2,64.36
466,65481,-8.3183,52,1,39.06
467,65524,1.9225,43,1,36.13
468,65560,10.0158,36,1,45.51
469,65601,-12.5098,41,1,19.04
470,65631,25.5493,30,1,40.23
471,65873,272.4448,242,3,71.97
472,65900,29.015,27,1,51.76
473,65976,79.9525,76,1,46.19
474,66175,397.6235,199,3,78.61
475,66221,62.7456,46,1,48.63
476,66359,294.5363,138,3,78.22
477,66404,17.7289,45,1,38.28
478,66414,-11.2865,10,1,41.99
479,66588,326.5402,174,3,52.64
480,66636,55.2362,48,1,42.09
481,66768,251.6008,132,2,55.96
482,66820,19.1662,52,1,37.4
483,67035,260.772,215,4,82.52
484,67239,365.5378,204,3,85.25
485,67585,398.2954,346,3,83.2
486,67771,342.4795,186,3,76.95
487,67952,278.3783,181,2,62.99
488,68443,642.6029,491,4,87.21
489,68711,110.5225,268,2,58.2
490,68780,72.717,69,1,49.9
491,68802,-3.8813,22,1,42.58
492,68886,65.9482,84,1,43.65
493,69010,141.8582,124,2,45.9
494,69089,154.7568,79,2,64.16
495,69207,118.1157,118,2,46.09
496,69242,34.1551,35,1,44.63
497,69335,28.0612,93,1,41.11
498,69412,35.2041,77,1,45.51
499,69838,379.1455,426,3,82.62
500,69936,71.8819,98,2,48.73
501,70131,257.6359,195,3,82.42
502,70196,24.3772,65,1,39.75
503,70337,121.7495,141,2,50.2
504,70443,61.7113,106,1,46.97
505,70539,131.8764,96,3,53.32
506,70582,23.3847,43,1,40.92
507,70869,174.4994,287,2,57.71
508,71202,332.3568,333,3,53.61
509,71239,48.8308,37,1,47.07
510,71363,102.6946,124,2,57.81
511,71591,407.802,228,3,67.77
512,71751,58.7369,160,1,30.96
513,72052,340.7851,301,3,53.61
514,72410,253.4988,358,3,79.59
515,72637,498.5326,227,4,76.37
516,72697,-2.216,60,1,18.75
517,72885,28.3811,188,1,30.57
518,72985,106.674,100,2,46.09
519,73031,42.1909,46,1,48.44
520,73088,73.6716,57,1,55.37
521,73261,28.5991,173,1,30.08
522,73496,201.0403,235,2,56.25
523,73767,497.4515,271,4,85.45
524,73954,4.5474,187,2,45.51
525,73991,52.0395,37,1,51.07
526,74374,297.8416,383,3,56.15
527,74635,98.013,261,2,51.17
528,74960,266.1275,325,3,78.12
529,75196,269.4712,236,3,81.93
530,75436,103.9609,240,2,45.41
531,75718,350.43,282,3,81.35
532,75880,110.4457,162,2,46.39
533,76105,250.9293,225,3,79.69
534,76119,-8.6029,14,1,41.8
535,76245,170.1829,126,2,45.8
536,76348,122.4935,103,2,47.56
537,76501,328.8575,153,3,77.64
538,76648,43.2805,147,1,30.76
539,76986,636.4596,338,5,100.0
540,77120,221.6965,134,3,73.63
541,77406,510.6042,286,4,80.66
542,77737,427.896,331,4,86.62
543,78104,321.8969,367,3,68.65
544,78322,238.601,218,3,83.01
545,78539,75.43,217,2,47.66
546,79126,182.2582,587,3,71.39
547,79373,492.4948,247,4,86.33
548,79538,35.5898,165,1,34.28
549,79794,283.5634,256,4,83.2
550,79864,100.3652,70,2,54.59
551,79979,105.7121,115,2,46.97
552,80359,461.0735,380,4,86.82
553,80798,235.6223,439,3,75.1
554,80922,234.8801,124,2,53.12
555,81088,125.6192,166,2,48.34
556,81107,8.2556,19,1,41.41
557,81146,1.0288,39,1,44.14
558,81172,20.206,26,1,46.97
559,81363,309.2156,191,3,76.17
560,81613,65.6639,250,2,48.54
561,81667,43.5812,54,1,50.39
562,82168,75.7346,501,3,50.49
563,82206,33.1253,38,1,22.36
564,82806,354.0547,600,3,74.32
565,82952,157.6699,146,2,60.25
566,82972,2.1362,20,1,20.51
567,83153,140.073,181,2,49.71
568,83191,12.1739,38,1,39.45
569,83418,105.1265,227,2,47.17
570,84012,278.1778,594,4,90.62
571,84277,471.9407,265,4,85.64
572,84692,505.1321,415,4,78.42
573,84909,193.9596,217,3,82.03
574,85366,88.1162,457,2,51.46
575,85966,197.3134,600,2,75.0
576,86566,340.1026,600,3,78.03
577,86680,239.2468,114,2,55.27
578,86857,308.7279,177,3,75.88
579,87310,260.3535,453,3,79.88
580,87378,140.4357,68,2,64.75
581,87450,133.9797,72,2,63.28
582,87915,402.6942,465,3,85.25
583,88124,256.6316,209,3,71.48
584,88319,302.1667,195,4,88.48
585,88333,-5.6005,14,1,40.14
586,88933,460.0601,600,4,85.45
587,88966,11.3226,33,1,20.31
588,89044,92.7461,78,1,51.37
589,89644,248.8713,600,2,77.05
590,89889,360.4969,245,4,87.79
591,90489,339.4096,600,4,91.41
592,91089,248.0864,600,3,79.1
593,91689,303.6085,600,3,79.39
594,91729,42.5301,40,1,45.41
595,91853,114.8745,124,2,49.71
596,92141,203.6786,288,3,80.96
597,92437,285.5088,296,3,80.66
598,93037,247.3177,600,3,79.1
599,93339,347.505,302,4,81.25
600,93443,166.5436,104,2,69.82
601,93541,225.3495,98,2,75.98
602,93611,114.8281,70,1,57.03
603,94211,317.8826,600,3,82.71
604,94811,343.2078,600,3,84.96
605,95073,423.1144,262,4,85.94
606,95525,421.0103,452,3,63.48
607,95572,73.8024,47,2,54.2
608,95681,157.6449,109,1,57.71
609,95954,344.2935,273,3,76.07
610,96206,359.3743,252,3,76.66
611,96379,337.6955,173,4,87.5
612,96784,51.4805,405,3,52.73
613,97384,428.8368,600,4,83.11
614,97984,284.4133,600,3,78.42
615,98584,643.2057,600,5,99.02
616,98830,428.6488,246,4,81.54
617,99430,188.3036,600,2,72.07
618,99664,305.658,234,3,78.81
619,99838,244.2841,174,2,77.64
620,99896,94.4227,58,1,59.08
621,100065,382.1545,169,3,77.93
622,100424,477.3505,359,3,73.34
623,100460,33.9417,36,1,48.54
624,100503,50.8675,43,1,41.7
625,100768,314.8863,265,3,77.05
626,101345,338.2381,577,4,83.98
627,101430,160.6047,85,2,65.04
628,102030,437.7359,600,4,83.4
629,102630,223.6333,600,3,73.54
630,103054,384.5345,424,3,89.06
631,103345,257.6468,291,2,79.1
632,103447,158.3082,102,2,58.11
633,103779,373.8364,332,3,81.05
634,103809,40.6936,30,1,50.0
635,104040,160.0645,231,2,70.02
636,104078,58.2218,38,1,48.54
637,104089,-8.5019,11,1,42.19
638,104689,288.4819,600,3,81.93
639,104816,272.9661,127,2,66.5
640,104890,83.8581,74,1,24.9
641,105490,462.2518,600,4,89.45
642,105696,266.6976,206,3,78.03
643,105892,292.5088,196,3,76.76
644,106036,307.3521,144,3,77.15
645,106582,31.3098,546,3,53.03
646,106615,-26.4408,33,1,17.19
647,106842,290.0073,227,3,74.02
648,107442,314.9402,600,3,76.66
649,108042,310.2679,600,3,72.95
650,108120,143.7871,78,2,52.44
651,108361,326.4468,241,3,77.93
652,108961,428.9353,600,3,79.79
653,109561,219.9312,600,2,70.61
654,109626,39.235,65,1,38.18
655,109770,222.6604,144,2,70.41
656,110298,208.3632,528,3,80.76
657,110309,-8.3765,11,1,42.58
658,110482,204.001,173,2,68.07
659,111082,427.2363,600,4,84.28
660,111262,301.7507,180,3,52.73
661,111397,222.5518,135,2,69.04
662,111760,228.6536,363,2,71.39
663,111853,224.247,93,2,67.48
664,111964,197.2445,111,2,66.11
665,112564,331.4706,600,3,80.66
666,113164,200.9491,600,2,54.88
667,113314,320.7358,150,3,81.05
668,113914,259.2815,600,3,74.22
669,114080,147.5646,166,2,63.96
670,114273,298.8684,193,3,77.73
671,114427,348.0208,154,3,77.83
672,115027,198.0,600,2,70.21
673,115294,360.3152,267,3,78.03
674,115660,191.543,366,3,76.17
675,116260,554.9128,600,4,79.98
676,116305,107.4415,45,2,69.34
677,116478,201.1692,173,2,65.23
678,116505,20.5816,27,1,44.24
679,116638,173.7089,133,2,68.07
680,116806,356.8363,168,3,78.03
681,117406,284.2629,600,3,79.2
682,118006,138.8088,600,2,69.14
683,118226,232.7103,220,2,70.8
684,118244,-18.2005,18,1,15.43
685,118278,31.1025,34,1,47.07
686,118878,289.5918,600,3,74.02
687,118904,13.4953,26,1,41.6
688,119344,408.9841,440,3,78.03
689,119371,-7.3495,27,1,20.21
690,119487,181.2102,116,2,47.95
691,119700,364.7649,213,3,55.27
692,119814,202.1187,114,2,65.04
693,120414,214.9077,600,2,75.0
694,121014,142.8955,600,2,68.85
695,121032,4.8317,18,1,41.6
696,121117,90.2246,85,1,28.71
697,121125,-17.0088,8,1,40.04
698,121322,215.0482,197,2,71.19
699,121873,222.8605,551,3,74.61
700,121995,207.8906,122,2,50.88
701,122023,20.053,28,1,39.36
702,122623,504.1126,600,4,83.2
703,122650,5.15,27,1,21.0
704,122760,243.0056,110,2,58.3
705,122938,290.3335,178,3,54.39
706,123453,269.8119,515,3,79.1
707,123471,11.1032,18,1,42.48
708,123668,216.097,197,2,72.36
709,123677,-14.3002,9,1,38.77
710,123741,144.9668,64,2,63.57
711,123935,374.9915,194,3,77.34
712,124083,313.8378,148,3,79.79
713,124201,174.7231,118,2,65.92
714,124638,211.6733,437,2,69.82
715,125238,309.4207,600,3,79.39
716,125318,161.0239,80,2,64.16
717,125343,11.5582,25,1,20.9
718,125463,216.5995,120,2,53.71
719,126063,163.5926,600,2,74.9
720,126232,226.1207,169,2,73.05
721,126727,239.1735,495,3,77.15
722,126968,133.1355,241,2,69.43
723,127396,298.5993,428,3,82.52
724,127484,237.5508,88,3,77.34
725,128084,333.1514,600,3,78.42
726,128170,182.26,86,2,73.14
727,128770,168.1348,600,2,69.24
728,128956,366.4481,186,3,77.93
729,129556,368.5578,600,4,79.2
730,129701,227.1641,145,3,73.63
731,130290,301.5217,589,4,83.69
732,130327,78.5614,37,2,62.5
733,130466,261.0866,139,2,69.24
734,130552,199.7343,86,2,71.09
735,130668,233.0522,116,2,62.6
736,131268,317.6891,600,3,77.15
737,131293,-3.9041,25,1,18.85
738,131773,347.5476,480,4,85.94
739,132080,286.4744,307,3,80.96
740,132095,0.4858,15,1,44.04
741,132292,264.8088,197,3,79.49
742,132423,261.6977,131,3,75.88
743,132563,307.9107,140,4,81.54
744,133163,304.3371,600,4,84.18
745,133763,194.157,600,3,75.2
746,134363,244.3,600,3,80.66
747,134486,276.7572,123,3,74.41
748,135086,432.6111,600,4,82.52
749,135686,211.3,600,3,75.1
750,135710,26.1386,24,1,45.12
751,136310,233.2469,600,3,73.34
752,136582,239.2156,272,3,75.59
753,136619,4.0611,37,1,44.53
754,136788,257.2746,169,3,78.91
755,137388,433.2342,600,4,86.13
756,137988,184.4919,600,3,73.24
757,138288,274.6444,300,3,82.81
758,138888,464.2563,600,4,81.25
759,138913,10.952,25,1,21.09
760,139157,278.2505,244,3,77.54
761,139757,396.6553,600,4,85.16
762,139772,-8.8795,15,1,40.53
763,139963,386.7662,191,4,72.27
764,140010,60.8356,47,1,50.29
765,140138,175.6003,128,1,65.33
766,140172,39.936,34,1,49.51
767,140471,317.1044,299,3,82.81
768,140498,-22.3444,27,1,17.58
769,140916,159.6734,418,3,74.41
770,141516,212.2312,600,3,75.98
771,142116,396.9069,600,4,84.96
