episode,timestep,episode_reward,episode_length,visited_rooms,explored_pct
96,12183,-10.6554,80,1,41.21
97,12233,11.2536,50,1,43.16
98,12276,23.5721,43,1,39.36
99,12339,38.632,63,2,46.39
100,12413,-3.3971,74,1,42.58
101,12679,346.4078,266,2,72.56
102,12772,-1.1752,93,1,45.31
103,12873,158.3377,101,2,50.2
104,12931,15.4194,58,1,19.43
105,13023,-12.3558,92,1,39.36
106,13115,-6.0416,92,1,28.03
107,13200,-16.7974,85,1,37.01
108,13445,168.2859,245,1,39.55
109,13483,-14.4547,38,1,40.72
110,13589,-9.1601,106,1,27.25
111,13670,-35.7005,81,1,25.59
112,13724,42.7048,54,1,45.61
113,13999,119.7447,275,1,42.29
114,14103,-3.778,104,1,42.38
115,14206,97.6945,103,1,43.85
116,14232,-6.8909,26,1,17.38
117,14309,-18.6024,77,1,18.85
118,14346,-20.5423,37,1,36.62
119,14440,45.4496,94,1,42.48
120,14882,502.8241,442,3,78.12
121,14919,-20.4266,37,1,25.29
122,14970,1.9212,51,1,18.95
123,15049,57.9546,79,1,43.65
124,15136,-2.4131,87,1,19.73
125,15336,198.7472,200,2,34.77
126,15368,-22.7636,32,1,16.21
127,15483,119.1077,115,1,49.32
128,15523,-11.8535,40,1,37.89
129,15563,-1.1886,40,1,39.94
130,15706,199.159,143,2,64.94
131,15762,-23.5495,56,1,17.68
132,15834,75.6788,72,1,50.29
133,15980,220.3413,146,2,66.8
134,16076,105.1274,96,1,53.42
135,16633,81.8958,557,2,59.67
136,16814,256.257,181,2,49.9
137,17089,225.4352,275,2,70.7
138,17139,-16.8496,50,1,18.26
139,17166,-5.1509,27,1,43.85
140,17270,-9.5443,104,1,27.05
141,17533,252.7396,263,2,66.99
142,17760,290.8027,227,2,57.23
143,18299,261.9609,539,2,65.23
144,18404,35.0771,105,1,39.36
145,18436,21.586,32,1,20.41
146,18822,200.4511,386,2,68.46
147,18860,-15.6197,38,1,33.69
148,19460,388.7661,600,3,79.49
149,20060,542.2994,600,4,92.97
150,20190,-26.8889,130,1,37.89
151,20387,286.3889,197,2,50.59
152,20793,207.1159,406,1,50.2
153,21319,354.754,526,3,73.14
154,21408,63.9681,89,1,32.23
155,21502,40.693,94,1,36.43
156,22102,308.3521,600,2,72.66
157,22355,160.5423,253,2,49.51
158,22396,41.5896,41,1,47.46
159,22562,223.6779,166,2,54.98
160,22647,73.8664,85,1,25.29
161,23247,670.8829,600,4,96.0
162,23287,27.2827,40,1,44.53
163,23382,-1.5704,95,1,39.75
164,23410,28.1312,28,1,23.83
165,23445,-17.3501,35,1,33.59
166,24004,437.4265,559,3,83.11
167,24103,126.7627,99,2,57.13
168,24703,525.6586,600,2,79.3
169,25303,634.3496,600,4,94.34
170,25356,-13.3187,53,1,18.36
171,25457,90.2763,101,1,50.1
172,25511,80.7488,54,1,51.17
173,26049,481.028,538,4,85.84
174,26131,58.507,82,1,43.95
175,26256,185.1673,125,2,71.58
176,26292,30.8497,36,1,47.75
177,26620,166.1509,328,3,52.25
178,27220,318.6663,600,2,69.24
179,27820,560.6317,600,4,87.6
180,27867,-21.3677,47,1,35.94
181,28402,449.4772,535,4,85.16
182,29002,510.8314,600,4,84.86
183,29079,17.6633,77,1,37.5
184,29169,93.4023,90,1,25.98
185,29295,123.0093,126,2,51.86
186,29895,532.6724,600,4,84.67
187,29983,149.0383,88,2,54.0
188,30583,353.6026,600,2,76.66
189,30607,8.0856,24,1,21.48
190,31207,330.6788,600,3,77.34
191,31588,350.934,381,2,74.51
192,32188,348.3709,600,3,78.81
193,32348,221.9545,160,2,50.98
194,32948,582.3098,600,4,84.18
195,32975,-9.9918,27,1,19.63
196,33005,-11.7004,30,1,16.7
197,33605,430.1942,600,4,85.16
198,34205,468.4678,600,3,83.2
199,34454,380.6181,249,3,83.01
200,34679,273.3187,225,2,70.02
201,35279,528.8301,600,4,86.43
202,35347,137.4499,68,2,54.0
203,35366,-18.1255,19,1,17.38
204,35966,493.817,600,4,83.89
205,36117,136.4596,151,1,49.41
206,36345,310.8939,228,2,57.81
207,36657,436.2287,312,3,76.56
208,37188,488.8463,531,3,84.96
209,37788,482.0911,600,5,87.4
210,37815,-9.9389,27,1,17.29
211,38053,351.5982,238,3,76.27
212,38653,475.6976,600,4,83.4
213,38947,290.7004,294,2,55.08
214,39547,225.4697,600,3,58.01
215,39719,131.1491,172,2,47.36
216,39749,16.4539,30,1,20.51
217,39821,84.1382,72,1,48.63
218,39903,98.3008,82,2,53.61
219,39962,57.1704,59,2,43.26
220,39997,-16.3435,35,1,18.85
221,40087,101.2012,90,2,55.57
222,40256,153.6719,169,3,51.37
223,40345,106.3994,89,1,63.67
224,40439,44.4863,94,1,47.56
225,40525,86.4457,86,1,37.01
226,40792,111.2558,267,3,50.88
227,40962,198.8329,170,1,55.37
228,41246,172.4067,284,2,56.35
229,41450,153.6767,204,2,57.13
230,41533,72.3734,83,1,34.18
231,41556,-3.4899,23,1,18.36
232,41735,123.099,179,3,51.37
233,41947,308.9669,212,2,71.88
234,41973,0.9344,26,1,38.48
235,42272,389.6041,299,2,62.11
236,42418,122.7357,146,1,50.49
237,42616,226.3954,198,2,62.99
238,42741,92.5188,125,1,26.07
239,42862,123.3406,121,2,55.18
240,42971,167.6922,109,1,44.14
241,43017,-17.6468,46,1,35.84
242,43331,257.5658,314,3,69.53
243,43403,13.3892,72,1,35.74
244,43432,18.9246,29,1,20.02
245,43549,108.2594,117,1,60.74
246,43791,149.7683,242,2,55.96
247,43812,-10.1174,21,1,40.82
248,43860,10.4476,48,1,38.57
249,43885,20.0437,25,1,46.88
250,44010,80.1713,125,2,44.43
251,44107,160.373,97,1,54.98
252,44214,73.9494,107,1,44.82
253,44419,53.1349,205,1,46.19
254,44525,138.0783,106,1,41.7
255,44983,279.9163,458,2,68.55
256,45106,130.9302,123,2,49.9
257,45124,-0.235,18,1,42.68
258,45205,57.1441,81,1,23.44
259,45233,7.2546,28,1,39.75
260,45313,14.5424,80,1,29.79
261,45381,-15.9105,68,1,19.53
262,45474,16.2815,93,1,36.91
263,45576,123.3128,102,1,54.98
264,45639,42.1151,63,1,45.41
265,45683,41.8108,44,1,21.68
266,45814,41.6333,131,1,30.08
267,45859,9.068,45,1,18.85
268,45883,-14.4482,24,1,39.36
269,45913,10.2432,30,1,19.73
270,45960,50.4167,47,1,43.26
271,46021,3.5223,61,1,40.62
272,46056,71.6381,35,2,55.08
273,46092,2.7522,36,1,33.69
274,46172,-28.6157,80,1,41.31
275,46219,-9.754,47,1,18.36
276,46243,19.9637,24,1,20.61
277,46310,-33.9406,67,1,25.2
278,46341,12.677,31,1,39.84
279,46632,132.5201,291,2,64.06
280,46661,-10.926,29,1,40.92
281,46695,0.1475,34,1,19.04
282,46776,5.0003,81,1,27.93
283,46838,63.2496,62,1,48.24
284,46869,-2.4289,31,1,20.02
285,46898,-1.8029,29,1,34.67
286,46946,5.696,48,1,19.82
287,47083,53.5726,137,1,44.34
288,47301,139.6937,218,3,52.64
289,47477,153.7791,176,2,53.71
290,47532,-15.6924,55,1,27.54
291,47590,33.5882,58,1,21.09
292,47616,4.8129,26,1,41.21
293,47700,15.8529,84,1,37.99
294,47831,51.5375,131,2,48.24
295,47888,65.0851,57,1,45.7
296,47919,19.2254,31,1,20.7
297,47954,-9.6012,35,1,17.58
298,48030,88.9667,76,1,47.95
299,48133,90.8315,103,1,49.71
300,48259,110.6399,126,1,52.44
301,48292,-16.4772,33,1,26.56
302,48352,28.9422,60,1,39.26
303,48423,18.0045,71,1,29.49
304,48436,-11.7105,13,1,42.29
305,48495,-9.0829,59,1,18.16
306,48523,20.3322,28,1,22.66
307,48651,83.9597,128,1,46.09
308,48695,9.1317,44,1,28.32
309,48850,70.5204,155,1,48.63
310,48867,2.5114,17,1,21.48
311,48930,23.4878,63,2,44.92
312,48964,-7.9393,34,1,38.18
313,49005,36.5806,41,1,45.61
314,49057,59.2224,52,1,50.98
315,49123,0.5474,66,1,26.37
316,49146,-3.753,23,1,43.55
317,49223,-8.6334,77,1,27.15
318,49256,-7.8175,33,1,27.25
319,49353,91.9269,97,1,46.68
320,49365,-26.6633,12,1,31.93
321,49436,-9.0739,71,1,40.72
322,49501,-14.2526,65,1,27.44
323,49580,87.0376,79,1,34.86
324,49596,-0.1822,16,1,43.07
325,49716,97.096,120,1,57.23
326,49824,83.8903,108,1,49.02
327,49890,19.8001,66,1,42.19
328,49934,39.0713,44,1,43.85
329,49974,-26.7057,40,1,25.59
330,50058,6.4603,84,1,28.81
331,50107,-24.0604,49,1,38.48
332,50209,69.3769,102,1,32.03
333,50251,53.3815,42,1,26.27
334,50308,39.7525,57,1,30.57
335,50398,88.7209,90,1,54.1
336,50509,53.2353,111,1,47.17
337,50581,78.8395,72,1,45.31
338,50600,-4.7073,19,1,18.36
339,50613,-2.4586,13,1,41.11
340,50695,73.2561,82,1,44.92
341,50803,69.7433,108,1,55.08
342,50840,18.2901,37,1,41.7
343,50865,-19.2431,25,1,36.72
344,50923,-29.6056,58,1,25.88
345,50959,24.7246,36,1,41.8
346,51039,34.994,80,2,45.61
347,51167,117.7655,128,2,45.02
348,51207,26.9873,40,1,22.36
349,51249,48.6846,42,1,41.8
350,51277,13.573,28,1,39.84
351,51386,38.2744,109,1,48.14
352,51418,-0.7439,32,1,21.68
353,51459,-15.216,41,1,18.85
354,51472,-8.8952,13,1,42.68
355,51502,4.0109,30,1,19.82
356,51604,98.0125,102,1,52.64
357,51671,43.9561,67,1,31.15
358,51717,48.0218,46,1,49.9
359,51736,5.4401,19,1,21.19
360,51807,11.3295,71,1,37.01
361,51927,92.0987,120,1,50.88
362,51967,3.7584,40,1,19.43
363,52084,190.4328,117,2,61.23
364,52149,-8.2454,65,1,26.27
365,52224,81.5781,75,1,45.02
366,52270,21.3351,46,1,38.96
367,52377,88.6192,107,1,45.9
368,52410,-1.4437,33,1,26.27
369,52478,73.5638,68,1,50.1
370,52590,122.3778,112,3,52.44
371,52688,75.7455,98,1,46.68
372,52741,48.2311,53,1,40.33
373,52794,37.9357,53,1,43.36
374,52833,36.91,39,1,44.04
375,52894,1.9635,61,1,37.21
376,52946,-5.8857,52,1,18.95
377,53007,-34.4191,61,1,25.78
378,53088,26.3625,81,1,41.41
379,53191,12.4248,103,1,27.64
380,53307,135.1638,116,2,51.07
381,53376,42.4255,69,1,40.53
382,53408,18.4944,32,1,40.23
383,53459,43.9283,51,1,47.95
384,53522,9.1302,63,1,28.52
385,53550,16.6186,28,1,41.21
386,53576,35.7922,26,2,43.85
387,53640,-5.0887,64,1,27.15
388,53673,6.4109,33,1,35.35
389,53703,0.3106,30,1,37.99
390,53759,25.5877,56,1,42.87
391,53824,96.2509,65,1,50.0
392,53843,-15.8964,19,1,34.86
393,53863,-10.607,20,1,18.75
394,53948,120.5365,85,2,46.09
395,54052,72.1681,104,1,44.34
396,54088,-6.115,36,1,28.12
397,54140,32.5052,52,1,42.48
398,54230,-4.2102,90,1,19.24
399,54288,-2.0845,58,1,33.98
400,54435,177.0946,147,2,56.74
401,54529,53.9824,94,1,44.34
402,54543,-21.4746,14,1,36.13
403,54590,40.4803,47,1,22.46
404,54643,-21.8192,53,1,26.56
405,54727,-28.183,84,1,42.48
406,54769,32.2114,42,1,20.9
407,54796,-4.3192,27,1,19.04
408,54900,31.8173,104,1,21.58
409,54987,82.218,87,1,50.1
410,55057,15.5654,70,1,39.16
411,55097,41.9797,40,1,21.39
412,55138,18.1422,41,1,43.75
413,55161,14.3454,23,1,37.79
414,55201,-18.9281,40,1,18.26
415,55250,58.1519,49,1,34.57
416,55307,86.2476,57,1,53.22
417,55355,-0.7462,48,1,26.95
418,55363,-23.2695,8,1,35.84
419,55388,-0.9823,25,1,40.23
420,55442,38.2677,54,1,29.98
421,55481,-15.0123,39,1,34.47
422,55574,30.0933,93,1,42.09
423,55605,19.3711,31,1,40.33
424,55646,-2.6739,41,1,28.12
425,55671,1.4216,25,1,41.11
426,55762,1.2609,91,1,40.92
427,55887,39.2426,125,1,45.9
428,55954,42.4859,67,1,44.63
429,56003,77.3346,49,1,57.13
430,56125,105.4727,122,2,47.17
431,56295,36.0733,170,2,47.66
432,56351,11.7818,56,1,42.38
433,56361,-20.7315,10,1,18.55
434,56456,48.8981,95,2,45.8
435,56501,32.5562,45,1,46.0
436,56555,55.7894,54,1,35.16
437,56615,34.1218,60,1,43.95
438,56662,30.1083,47,1,31.25
439,56772,-33.8034,110,1,18.16
440,56810,-19.936,38,1,26.66
441,56857,-8.3427,47,1,33.5
442,56893,25.3434,36,1,42.38
443,56980,19.5865,87,1,41.5
444,57015,21.4544,35,1,44.92
445,57053,-29.3384,38,1,25.39
446,57116,-12.1105,63,1,36.52
447,57179,89.9096,63,1,53.42
448,57249,113.4112,70,1,53.52
449,57299,-13.8455,50,1,35.45
450,57348,17.2697,49,1,36.62
451,57385,43.3292,37,1,44.24
452,57440,29.1736,55,1,31.35
453,57622,165.1571,182,2,51.46
454,57705,-32.5239,83,1,37.6
455,57740,27.187,35,1,40.92
456,57770,7.5183,30,1,34.18
457,57808,-8.2744,38,1,26.07
458,57919,124.8325,111,2,48.14
459,57973,38.1346,54,1,28.61
460,58043,93.2319,70,1,52.93
461,58162,143.4042,119,2,51.86
462,58209,68.8482,47,1,26.27
463,58241,9.4038,32,1,40.43
464,58261,-6.8353,20,1,41.99
465,58325,66.4885,64,1,57.23
466,58381,6.7354,56,1,38.57
467,58425,-12.0087,44,1,27.15
468,58484,36.4465,59,1,43.75
469,58520,18.6476,36,1,42.48
470,58577,-38.0403,57,1,26.86
471,58637,30.9445,60,1,41.7
472,58689,32.0953,52,1,43.75
473,58800,131.4297,111,2,51.86
474,58816,-27.4599,16,1,35.06
475,58875,-11.9603,59,1,18.26
476,58924,-10.2057,49,1,25.88
477,58963,-8.5322,39,1,28.12
478,58983,-3.5721,20,1,36.23
479,59013,-1.7311,30,1,40.23
480,59052,42.168,39,1,45.12
481,59097,2.7845,45,1,35.16
482,59185,93.619,88,2,48.54
483,59212,13.5318,27,1,41.5
484,59250,12.1048,38,1,20.61
485,59328,108.0233,78,1,54.59
486,59400,33.4283,72,1,41.5
487,59505,208.8873,105,2,65.92
488,59547,45.0953,42,1,47.46
489,59607,37.2434,60,1,44.92
490,59641,10.4436,34,1,41.5
491,59687,48.0354,46,1,47.95
492,59799,71.5122,112,1,49.22
493,59859,-42.1919,60,1,25.59
494,59879,30.7704,20,2,43.75
495,59974,51.8901,95,1,45.7
496,60026,2.081,52,1,27.25
497,60090,-33.4803,64,1,25.49
498,60152,45.8754,62,1,43.46
499,60205,52.0119,53,1,41.31
500,60253,-12.3467,48,1,27.64
501,60374,48.7167,121,1,21.97
502,60413,12.3844,39,1,38.09
503,60459,91.3208,46,2,58.01
504,60566,-14.1322,107,1,27.64
505,60645,92.8648,79,1,50.98
506,60656,-14.2779,11,1,42.09
507,60858,307.0193,202,3,68.07
508,60906,-44.3746,48,1,24.9
509,60931,-25.5865,25,1,16.41
510,60954,4.127,23,1,18.75
511,60992,3.3986,38,1,36.82
512,61028,-35.9142,36,1,24.8
513,61080,-13.1019,52,1,38.96
514,61298,167.093,218,2,62.21
515,61348,-9.6122,50,1,35.55
516,61368,-3.5275,20,1,41.99
517,61638,250.1105,270,2,69.53
518,61695,-14.3585,57,1,38.96
519,61710,-2.9894,15,1,42.58
520,61796,44.9222,86,1,45.61
521,61832,28.0834,36,1,45.61
522,61962,10.6766,130,1,28.12
523,62003,-12.2048,41,1,37.11
524,62083,2.662,80,1,39.45
525,62263,153.9673,180,2,31.64
526,62291,22.9382,28,1,40.82
527,62367,-1.7273,76,1,40.14
528,62385,5.2192,18,1,20.7
529,62441,55.305,56,1,43.65
530,62470,19.7717,29,1,21.88
531,62535,-12.348,65,1,27.05
532,62708,152.5222,173,2,46.0
533,62739,40.6009,31,1,52.83
534,63009,316.7636,270,2,59.18
535,63032,-3.6936,23,1,20.7
536,63082,29.31,50,1,38.96
537,63149,-7.0464,67,1,27.54
538,63208,-18.1652,59,1,19.04
539,63240,34.6921,32,1,45.8
540,63304,1.0026,64,1,35.74
541,63383,61.7411,79,1,34.96
542,63629,166.8218,246,2,60.74
543,63668,38.3624,39,1,23.54
544,63690,23.42,22,1,46.29
545,63731,-18.4165,41,1,36.23
546,63775,48.2603,44,1,49.12
547,63872,61.9504,97,1,36.62
548,63898,3.3651,26,1,18.46
549,64020,213.0067,122,2,67.68
550,64085,2.781,65,1,41.31
551,64135,25.5727,50,1,35.64
552,64196,76.7221,61,1,43.46
553,64264,57.4481,68,1,31.64
554,64318,37.7676,54,1,45.12
555,64356,-7.8206,38,1,33.11
556,64393,36.7925,37,1,32.42
557,64407,-15.3603,14,1,41.21
558,64455,-24.6925,48,1,25.78
559,64498,-8.8513,43,1,27.15
560,64530,-13.7603,32,1,36.13
561,64561,-29.2199,31,1,25.39
562,64641,38.4641,80,1,39.26
563,64709,94.5226,68,1,55.27
564,64762,44.3509,53,1,43.36
565,64845,90.0567,83,1,44.24
566,65117,111.016,272,2,45.8
567,65320,135.8973,203,2,55.76
568,65419,56.478,99,1,50.0
569,65487,73.4817,68,1,48.54
570,65538,50.105,51,1,44.63
571,65588,-3.4333,50,1,40.43
572,65616,4.6171,28,1,20.21
573,65732,81.7336,116,1,54.69
574,65851,38.9522,119,2,46.88
575,65989,228.5595,138,3,79.49
576,66044,78.7276,55,2,53.32
577,66443,515.4833,399,3,74.51
578,66770,434.0163,327,2,64.16
579,66793,-15.5249,23,1,17.97
580,66808,-12.6856,15,1,19.53
581,67020,341.6378,212,3,81.93
582,67186,201.3977,166,2,65.82
583,67337,79.7107,151,1,31.64
584,67519,277.6712,182,2,69.73
585,67577,64.8902,58,1,47.07
586,67678,12.4423,101,1,42.77
587,67784,67.1487,106,1,22.85
588,67990,175.2536,206,2,65.04
589,68275,162.3037,285,2,55.47
590,68542,322.6155,267,3,48.73
591,68589,86.0251,47,2,59.38
592,68732,52.0775,143,1,44.24
593,68753,8.3602,21,1,42.87
594,69021,296.5346,268,2,48.24
595,69240,276.8069,219,2,73.93
596,69476,315.245,236,3,77.44
597,69569,161.9963,93,2,64.06
598,69766,171.2542,197,2,64.36
599,69825,92.6019,59,1,28.03
600,69848,13.7217,23,1,44.53
601,70035,225.45,187,2,66.11
602,70635,506.9171,600,3,70.12
603,70682,71.5608,47,1,54.1
604,70931,376.5588,249,3,49.71
605,71041,-7.409,110,1,39.55
606,71140,81.0419,99,1,35.16
607,71207,-5.1339,67,1,39.16
608,71314,84.5718,107,1,45.51
609,71617,387.5136,303,4,79.39
610,71677,46.7859,60,1,40.92
611,71968,348.2294,291,3,67.38
612,72193,278.0073,225,2,48.83
613,72443,342.9619,250,3,79.39
614,72589,226.3734,146,2,72.85
615,72636,57.2781,47,2,43.36
616,72761,145.1145,125,2,56.45
617,73077,537.9057,316,3,80.57
618,73245,204.9693,168,2,71.29
619,73670,454.3528,425,2,63.96
620,73903,177.5564,233,2,63.18
621,74171,383.801,268,3,68.55
622,74306,44.6947,135,2,44.82
623,74871,176.3922,565,3,81.45
624,75156,308.7132,285,2,48.44
625,75307,274.3904,151,3,76.17
626,75907,294.7516,600,3,84.67
627,75956,22.7838,49,1,20.31
628,76023,76.6265,67,1,55.27
629,76082,31.9244,59,1,21.09
630,76588,202.7673,506,3,54.0
631,76761,294.0663,173,3,83.11
632,76943,433.7991,182,4,82.32
633,77006,61.3392,63,1,26.27
634,77401,345.9582,395,2,63.77
635,77596,273.0791,195,2,48.34
636,77925,377.0443,329,4,85.06
637,78181,263.4467,256,2,48.83
638,78371,240.2937,190,2,48.24
639,78381,-14.4723,10,1,38.48
640,78539,222.7749,158,2,48.05
641,78633,166.0802,94,2,66.11
642,78824,389.0478,191,4,82.42
643,78903,156.3375,79,1,64.94
644,79226,258.7537,323,4,82.03
645,79472,397.7581,246,4,81.64
646,79640,237.4907,168,2,67.77
647,79781,256.1029,141,3,76.37
648,80018,285.7417,237,2,49.12
649,80125,207.4053,107,2,57.42
650,80392,386.5571,267,4,79.79
651,80552,97.1786,160,2,49.22
652,80605,20.7614,53,1,44.14
653,80823,200.4584,218,2,67.87
654,80879,23.8539,56,1,22.36
655,81479,257.519,600,3,81.05
656,81489,-14.3352,10,1,40.53
657,81653,236.5488,164,3,81.25
658,82253,256.4965,600,3,83.89
659,82326,137.3689,73,2,64.16
660,82484,166.1177,158,2,67.09
661,82531,107.277,47,2,51.17
662,82820,414.4992,289,4,86.33
663,82877,36.2912,57,1,35.06
664,83014,314.0102,137,3,77.05
665,83614,48.5,600,2,52.64
666,84214,223.1568,600,2,48.34
667,84323,247.1236,109,3,74.32
668,84624,207.8691,301,3,55.08
669,84679,121.409,55,2,51.17
670,85054,399.879,375,4,79.98
671,85332,319.6882,278,4,83.2
672,85549,293.1038,217,3,83.5
673,85873,254.9797,324,2,49.12
674,85906,22.1665,33,1,43.07
675,86101,266.3163,195,4,83.4
676,86253,263.9803,152,3,74.41
677,86272,-9.3216,19,1,38.28
678,86872,80.4,600,2,50.98
679,87388,252.576,516,3,74.8
680,87665,276.3548,277,3,75.49
681,87752,220.0113,87,3,73.05
682,87807,118.3016,55,2,51.27
683,88407,247.6354,600,3,54.39
684,89007,400.841,600,3,79.69
685,89404,126.5882,397,2,68.36
686,89535,190.0365,131,2,76.07
687,90057,196.4945,522,2,48.05
688,90553,200.1658,496,2,46.48
689,90671,209.0204,118,2,55.27
690,91271,299.8414,600,3,53.61
691,91438,356.2868,167,4,80.37
692,91480,70.0161,42,1,63.48
693,91607,220.1528,127,2,54.1
694,91704,200.5522,97,3,73.05
695,91714,-20.4765,10,1,39.55
696,91899,195.1368,185,2,71.78
697,91958,129.4856,59,2,64.75
698,92040,125.9745,82,1,61.91
699,92640,194.9454,600,2,70.51
700,92701,34.4341,61,1,22.17
701,92792,56.1232,91,1,42.48
702,92967,275.463,175,2,57.32
703,93567,134.6393,600,2,54.1
704,93687,214.519,120,2,55.57
705,93901,368.5851,214,3,73.73
706,93970,149.3234,69,2,65.62
707,94053,113.088,83,1,63.67
708,94653,299.2046,600,3,52.54
709,95020,347.198,367,3,72.27
710,95620,385.2877,600,3,81.25
711,95750,230.4802,130,2,55.08
712,95859,197.9418,109,2,70.21
713,96239,118.6545,380,2,57.52
714,96308,141.3339,69,2,65.23
715,96384,146.9884,76,2,60.35
716,96438,83.68,54,1,62.3
717,96569,180.872,131,2,52.25
718,96678,183.3506,109,1,64.75
719,97278,344.8911,600,3,78.91
720,97396,221.6758,118,2,55.57
721,97442,45.371,46,1,44.24
722,97790,497.3179,348,4,73.93
723,97805,-6.496,15,1,38.67
724,97899,190.4155,94,2,64.65
725,97972,153.287,73,2,53.91
726,98173,303.4499,201,3,50.39
727,98773,311.5948,600,3,53.42
728,98865,146.7583,92,1,32.81
729,99465,316.1032,600,3,53.03
730,99536,144.1212,71,2,54.2
731,100136,123.9215,600,2,70.51
732,100311,245.6519,175,2,79.49
733,100449,293.2567,138,3,51.37
734,100499,48.9218,50,1,22.07
735,100645,220.9943,146,3,76.37
736,101002,561.2,357,4,76.27
737,101427,273.5592,425,3,50.78
738,101445,2.03,18,1,42.58
739,101540,157.8818,95,1,62.3
740,101679,282.9861,139,3,78.32
741,101745,134.2639,66,2,54.3
742,102200,523.6337,455,4,78.81
743,102228,22.8211,28,1,20.8
744,102244,6.0931,16,1,38.57
745,102371,96.2265,127,2,57.13
746,102461,199.9065,90,2,52.15
747,102540,158.8293,79,2,54.69
748,102858,285.8248,318,3,83.69
749,103442,543.2119,584,5,84.86
750,103586,218.129,144,2,71.48
751,104037,155.1618,451,2,74.12
752,104336,239.3962,299,3,74.8
753,104549,278.0771,213,2,71.0
754,104679,286.8614,130,3,73.83
755,104936,275.4574,257,3,70.9
756,105029,212.1315,93,2,51.46
757,105039,-11.3524,10,1,40.53
758,105351,558.0975,312,4,73.24
759,105421,143.392,70,2,54.88
760,105673,397.2719,252,3,52.64
761,105795,217.2033,122,2,71.0
762,106113,504.9833,318,4,71.29
763,106438,384.2461,325,3,77.25
764,106466,32.2332,28,1,52.34
765,106589,240.1663,123,2,68.46
766,107189,263.9806,600,2,81.54
767,107270,140.7263,81,1,64.45
768,107288,11.9853,18,1,44.53
769,107611,378.1576,323,3,53.61
