episode,timestep,episode_reward,episode_length,visited_rooms,explored_pct
65,7729,-4.2699,48,1,35.64
66,7907,74.3951,178,1,44.43
67,7973,54.5332,66,1,39.94
68,8062,9.4764,89,1,42.77
69,8219,-23.4751,157,1,26.76
70,8303,126.3868,84,1,53.52
71,8903,436.3326,600,3,75.29
72,9149,290.3473,246,2,54.79
73,9195,26.7002,46,1,42.09
74,9335,-37.1641,140,1,26.66
75,9464,-8.6219,129,1,27.54
76,9516,36.9797,52,1,43.85
77,9556,-2.992,40,1,19.43
78,9718,2.9897,162,1,28.71
79,9813,9.5124,95,1,40.23
80,9891,26.1885,78,1,41.7
81,9917,-4.2512,26,1,19.53
82,10011,100.1038,94,1,49.32
83,10051,-24.1848,40,1,19.43
84,10128,-2.263,77,1,39.75
85,10160,-9.165,32,1,36.23
86,10235,-14.9518,75,1,41.99
87,10269,28.329,34,1,45.51
88,10326,-30.9554,57,1,39.94
89,10385,22.3117,59,1,42.38
90,10514,139.8735,129,2,50.59
91,10577,67.2467,63,1,45.41
92,10646,28.8065,69,1,43.65
93,10681,14.8147,35,1,39.84
94,10782,22.9792,101,1,43.95
95,10848,81.4047,66,1,49.12
96,10903,-1.3615,55,1,39.45
97,10955,-7.3008,52,1,19.92
98,11005,-23.2491,50,1,25.68
99,11112,-15.4947,107,1,18.75
100,11162,-39.1072,50,1,26.37
101,11356,152.966,194,2,50.49
102,11401,-3.2111,45,1,19.24
103,11595,192.2318,194,1,59.77
104,11716,28.4505,121,1,46.19
105,11789,-34.3686,73,1,26.37
106,11892,83.6107,103,1,46.97
107,12093,144.0715,201,2,50.88
108,12226,192.194,133,2,61.04
109,12235,-17.6824,9,1,16.89
110,12531,184.6577,296,1,59.77
111,12765,178.3643,234,1,46.68
112,12845,134.2953,80,1,56.74
113,12883,-3.3273,38,1,19.04
114,12915,7.0032,32,1,20.8
115,12948,-17.8387,33,1,33.98
116,12987,35.6448,39,1,23.05
117,13031,25.8129,44,1,37.21
118,13067,-24.5374,36,1,34.67
119,13240,157.3052,173,1,42.87
120,13295,56.5699,55,2,46.88
121,13416,-6.7789,121,1,27.05
122,13498,-14.6371,82,1,37.7
123,13524,4.9979,26,1,20.9
124,13602,22.393,78,1,21.19
125,13810,154.6542,208,1,53.42
126,13843,33.9766,33,1,49.02
127,13939,-9.3592,96,1,26.66
128,13999,42.6012,60,1,42.09
129,14056,54.7432,57,1,45.8
130,14141,-3.2011,85,1,19.82
131,14237,-0.9738,96,1,35.84
132,14312,-43.6742,75,1,26.56
133,14335,-9.8067,23,1,32.13
134,14597,281.4685,262,2,62.4
135,14651,-7.7695,54,1,39.36
136,15251,329.5414,600,2,76.17
137,15332,4.6224,81,1,38.67
138,15592,228.2789,260,2,63.67
139,16192,419.2184,600,3,83.98
140,16265,-7.3795,73,1,18.85
141,16323,27.2174,58,1,39.94
142,16380,-22.5157,57,1,18.26
143,16451,17.2268,71,1,19.04
144,16511,6.6946,60,1,36.04
145,16565,-4.979,54,1,17.77
146,16657,-17.2885,92,1,37.89
147,16693,-20.5849,36,1,32.91
148,16769,-22.146,76,1,26.37
149,16919,-6.5975,150,1,42.48
150,17311,395.6866,392,3,56.15
151,17482,77.5037,171,1,50.39
152,18082,354.9397,600,2,66.11
153,18184,153.0363,102,1,50.0
154,18271,30.63,87,1,36.52
155,18337,20.806,66,1,21.97
156,18645,373.9153,308,3,76.86
157,19179,461.1837,534,4,86.23
158,19413,228.3363,234,2,56.45
159,19536,-15.9321,123,1,39.45
160,19792,283.4479,256,2,69.43
161,19942,33.7368,150,1,21.09
162,20004,40.5723,62,1,21.68
163,20092,-9.4781,88,1,34.77
164,20112,-2.9436,20,1,16.89
165,20299,87.8135,187,2,46.97
166,20899,459.8692,600,4,90.43
167,21032,188.511,133,1,62.79
168,21117,-5.2131,85,1,19.04
169,21717,429.0748,600,3,82.91
170,22252,285.8598,535,3,71.48
171,22437,99.6671,185,1,47.46
172,22532,153.7976,95,1,51.17
173,22844,246.7332,312,2,50.49
174,22882,39.8239,38,1,49.41
175,23482,593.2596,600,4,82.52
176,23525,-24.5441,43,1,34.57
177,23862,457.4485,337,3,78.91
178,24102,309.4567,240,2,55.76
179,24702,730.5961,600,4,82.52
180,25302,324.475,600,2,53.81
181,25829,508.4314,527,4,83.01
182,25906,-10.7884,77,1,38.48
183,26506,397.0065,600,3,78.32
184,26520,-15.4493,14,1,19.92
185,26914,340.6782,394,2,79.0
186,27514,410.975,600,3,83.01
187,27543,0.7921,29,1,19.43
188,28143,787.2718,600,5,90.43
189,28743,528.267,600,4,85.35
190,29343,411.7917,600,3,78.81
191,29362,-6.3856,19,1,39.55
192,29959,473.3303,597,4,88.67
193,30095,161.2441,136,1,48.63
194,30255,63.8793,160,1,33.59
195,30382,158.5063,127,1,56.93
196,30483,-29.7468,101,1,41.21
197,31083,351.3,600,3,72.46
198,31173,145.0319,90,1,63.77
199,31773,550.1,600,4,89.75
200,31879,29.4554,106,1,20.7
201,31933,54.5977,54,1,25.88
202,32032,52.7453,99,1,23.63
203,32058,-3.7945,26,1,18.36
204,32078,-13.3619,20,1,42.68
205,32678,657.2489,600,5,86.91
206,32736,51.8846,58,1,24.02
207,32799,54.7356,63,1,22.75
208,33264,450.092,465,3,80.08
209,33304,58.0383,40,1,49.32
210,33484,196.292,180,2,55.66
211,34084,415.0,600,4,90.33
212,34380,413.7075,296,3,84.47
213,34455,11.8898,75,1,20.51
214,35045,406.2331,590,4,83.89
215,35645,458.7873,600,4,80.96
216,36245,386.6,600,3,72.95
217,36845,294.379,600,3,74.71
218,36871,-3.917,26,1,17.38
219,37102,189.5951,231,2,33.5
220,37170,55.4863,68,1,23.83
221,37307,116.6168,137,1,35.84
222,37907,545.2122,600,5,88.87
223,38079,296.9644,172,2,56.05
224,38141,108.1644,62,2,52.15
225,38741,303.9544,600,2,74.61
226,39341,599.4902,600,4,86.13
227,39421,139.4994,80,2,49.61
228,39804,412.3355,383,3,78.71
229,39851,17.5991,47,1,40.72
230,40371,305.8792,520,3,79.1
231,40971,368.9088,600,4,81.54
232,41128,142.6839,157,2,48.73
233,41728,339.428,600,3,80.66
234,41759,37.8116,31,1,50.2
235,41836,115.4201,77,1,51.37
236,41856,-3.6826,20,1,42.29
237,41877,-22.1775,21,1,34.86
238,41993,170.4468,116,1,43.95
239,42234,397.7203,241,3,77.73
240,42292,34.9589,58,1,23.54
241,42318,1.8918,26,1,20.51
242,42606,383.2458,288,2,62.4
243,42638,12.8221,32,1,20.7
244,42678,35.0327,40,1,24.61
245,42819,89.251,141,1,37.99
246,42935,85.6428,116,1,47.27
247,43000,78.6501,65,1,48.54
248,43073,69.7742,73,1,23.34
249,43103,28.7486,30,1,46.39
250,43248,106.4956,145,2,46.48
251,43533,319.5106,285,4,82.03
252,43724,134.13,191,1,57.03
253,43762,27.7741,38,1,44.43
254,43891,98.0722,129,2,49.12
255,44036,130.5463,145,2,51.66
256,44112,-23.1531,76,1,19.82
257,44246,133.0453,134,1,45.8
258,44292,5.0533,46,1,34.86
259,44348,9.5477,56,1,38.18
260,44426,54.0231,78,1,25.0
261,44549,170.3509,123,2,55.76
262,44728,153.7582,179,2,53.42
263,44823,18.9707,95,1,37.4
264,44852,-5.4446,29,1,20.02
265,44934,74.2414,82,1,33.11
266,45000,-18.5955,66,1,41.89
267,45129,239.816,129,2,64.84
268,45199,52.8212,70,1,43.26
269,45242,5.9829,43,1,38.77
270,45285,66.0587,43,1,49.02
271,45586,392.0377,301,3,75.78
272,45652,33.5885,66,1,21.29
273,45685,37.8288,33,1,47.75
274,45722,24.5136,37,1,48.14
275,45804,22.0163,82,1,27.54
276,45910,101.496,106,1,50.68
277,45946,43.0496,36,1,48.93
278,46040,-7.4578,94,1,26.95
279,46163,177.5017,123,1,55.18
280,46343,221.697,180,3,62.6
281,46443,16.4882,100,1,43.85
282,46477,19.4407,34,1,43.26
283,46488,-8.564,11,1,42.97
284,46548,-13.0901,60,1,27.64
285,46692,47.6364,144,1,44.63
286,46718,-16.1523,26,1,16.31
287,46783,14.2738,65,1,39.75
288,46857,48.9871,74,1,23.63
289,46897,36.1999,40,1,44.82
290,46957,27.9746,60,1,20.41
291,47115,51.9371,158,1,46.19
292,47166,-15.9278,51,1,37.01
293,47471,304.4703,305,4,80.47
294,47536,45.4395,65,1,42.77
295,47581,18.0755,45,1,45.21
296,47624,15.2567,43,1,29.2
297,47709,20.2209,85,1,27.64
298,47823,41.1667,114,1,43.55
299,47917,-23.142,94,1,19.43
300,47961,53.6558,44,1,23.63
301,48016,-0.8926,55,1,27.15
302,48104,89.1819,88,1,34.38
303,48291,32.2576,187,1,28.81
304,48317,-6.0135,26,1,43.85
305,48402,41.851,85,1,45.9
306,48428,10.9256,26,1,41.02
307,48510,98.2725,82,1,50.1
308,48558,29.5606,48,1,36.72
309,48611,30.6096,53,1,43.55
310,48695,101.2261,84,1,52.15
311,48764,33.5198,69,1,44.24
312,48868,109.6001,104,1,48.63
313,48928,-29.3338,60,1,25.2
314,48992,3.6753,64,1,34.86
315,49031,-14.5312,39,1,36.72
316,49081,70.7055,50,1,48.73
317,49177,84.9032,96,1,53.03
318,49215,29.9977,38,1,40.43
319,49277,49.2495,62,1,45.21
320,49313,29.3584,36,1,22.17
321,49368,46.9083,55,1,30.18
322,49425,85.8166,57,1,51.66
323,49518,45.5974,93,1,29.3
324,49531,-9.2547,13,1,19.34
325,49584,-20.7205,53,1,25.39
326,49616,0.5926,32,1,19.73
327,49647,-3.726,31,1,33.59
328,49688,53.7637,41,1,51.76
329,49787,50.6727,99,1,43.55
330,49847,45.9908,60,1,44.92
331,50078,393.3076,231,4,82.23
332,50116,45.1795,38,1,24.22
333,50193,74.0659,77,1,46.09
334,50297,109.3046,104,1,55.96
335,50364,27.7639,67,1,37.01
336,50652,243.9045,288,4,82.71
337,50959,451.9262,307,4,89.55
338,51028,48.7246,69,1,44.82
339,51168,76.8388,140,1,45.9
340,51228,-24.2917,60,1,18.26
341,51378,87.5879,150,2,48.05
342,51452,-30.1774,74,1,26.86
343,51500,19.4914,48,1,40.14
344,51565,67.0948,65,1,44.63
345,51593,28.9982,28,1,49.12
346,51619,0.938,26,1,19.63
347,51672,41.4683,53,1,39.84
348,51743,128.291,71,1,52.54
349,51815,72.2116,72,1,46.09
350,51897,123.4633,82,1,31.54
351,52009,30.0348,112,1,29.2
352,52092,-16.9929,83,1,26.37
353,52142,11.3769,50,1,28.42
354,52256,116.5977,114,2,55.66
355,52279,-19.4324,23,1,36.82
356,52334,19.6543,55,1,28.03
357,52386,23.2259,52,1,45.21
358,52409,-3.659,23,1,18.55
359,52470,14.1999,61,1,33.2
360,52521,7.7128,51,1,39.65
361,52548,-22.4772,27,1,36.72
362,52571,-9.7061,23,1,19.53
363,52657,73.5858,86,1,48.93
364,52711,1.022,54,1,27.34
365,52747,-8.2229,36,1,18.36
366,52766,-9.7134,19,1,18.36
367,52873,71.1194,107,2,49.41
368,52905,15.0786,32,1,20.8
369,53008,74.8336,103,1,48.44
370,53059,-20.1853,51,1,17.87
371,53182,177.5093,123,2,46.09
372,53223,42.1639,41,1,24.02
373,53268,45.6362,45,1,46.29
374,53293,19.4837,25,1,38.96
375,53332,47.8893,39,1,48.83
376,53453,63.1497,121,1,43.46
377,53509,28.6063,56,1,41.21
378,53573,2.7075,64,1,28.03
379,53616,14.1101,43,1,38.28
380,53711,-38.9271,95,1,25.68
381,53768,4.1594,57,1,35.94
382,53848,47.3069,80,1,44.92
383,53871,7.6366,23,1,41.7
384,53939,90.7751,68,1,50.98
385,53994,34.7075,55,1,43.07
386,54083,46.5627,89,1,29.88
387,54134,74.5975,51,1,48.83
388,54178,45.2027,44,1,51.76
389,54206,-13.964,28,1,37.21
390,54635,221.925,429,3,82.81
391,54709,38.5221,74,1,42.48
392,54738,-1.5484,29,1,43.16
393,54764,-22.7085,26,1,32.62
394,54785,-22.3391,21,1,18.85
395,54820,21.7058,35,1,42.77
396,54862,27.3886,42,1,42.68
397,54875,-6.7529,13,1,42.48
398,54947,78.8815,72,1,54.69
399,55143,322.9334,196,3,75.59
400,55188,48.1558,45,1,53.12
401,55265,1.2275,77,1,19.43
402,55326,49.5094,61,1,48.05
403,55365,30.9545,39,1,20.41
404,55396,-28.6715,31,1,24.8
405,55501,144.4774,105,1,54.2
406,55533,-11.4692,32,1,37.89
407,55604,101.5335,71,1,29.88
408,55628,-13.655,24,1,18.55
409,55671,-20.9467,43,1,25.39
410,55736,-12.5527,65,1,26.76
411,55773,-12.4856,37,1,38.87
412,55815,27.4912,42,1,42.77
413,56041,358.5559,226,3,55.96
414,56086,-11.5804,45,1,18.55
415,56137,25.7289,51,1,28.42
416,56174,41.9577,37,1,42.58
417,56208,24.2961,34,1,40.53
418,56274,102.257,66,1,30.37
419,56312,3.252,38,1,18.65
420,56337,4.8648,25,1,38.77
421,56404,102.5673,67,1,55.57
422,56455,34.5197,51,1,43.07
423,56554,57.9228,99,1,43.75
424,56615,13.2859,61,1,19.24
425,56669,-13.0243,54,1,26.46
426,56934,278.1219,265,2,75.1
427,56995,1.7549,61,1,40.62
428,57026,34.6999,31,1,46.39
429,57087,-16.7439,61,1,38.38
430,57145,-8.4499,58,1,26.66
431,57265,42.0046,120,1,38.18
432,57361,43.6007,96,1,44.92
433,57411,-9.6646,50,1,18.95
434,57486,90.4476,75,1,48.83
435,57609,228.7211,123,2,56.54
436,57636,-17.0241,27,1,35.55
437,57689,-22.0289,53,1,26.95
438,57785,76.5945,96,1,52.34
439,57831,59.119,46,1,42.29
440,57863,0.8616,32,1,20.12
441,57887,7.3024,24,1,21.78
442,57943,10.8431,56,1,28.42
443,57967,5.3139,24,1,21.29
444,58018,-14.9759,51,1,19.34
445,58096,45.4873,78,1,42.87
446,58117,25.1813,21,2,44.34
447,58203,105.1762,86,1,51.86
448,58274,0.2392,71,1,27.54
449,58330,1.1175,56,1,41.11
450,58665,671.8726,335,5,93.26
451,58798,164.2989,133,1,48.24
452,59032,314.6791,234,4,83.01
453,59210,351.1024,178,3,69.82
454,59241,-7.2628,31,1,27.44
455,59284,54.2098,43,1,41.02
456,59328,53.9686,44,1,47.17
457,59372,-34.9984,44,1,25.2
458,59382,-23.9576,10,1,16.6
459,59409,-13.1943,27,1,38.77
460,59456,45.0737,47,1,44.92
461,59486,2.2947,30,1,36.62
462,59589,72.9034,103,1,24.41
463,59630,-5.2472,41,1,26.37
464,59703,102.8615,73,1,56.54
465,59758,-8.321,55,1,18.75
466,60014,398.9411,256,4,87.6
467,60098,83.6939,84,1,34.77
468,60141,28.7386,43,1,44.34
469,60185,26.3195,44,1,38.87
470,60247,49.476,62,1,43.07
471,60289,18.1103,42,1,21.48
472,60360,54.2372,71,1,45.21
473,60439,20.6661,79,1,46.09
474,60478,10.024,39,1,20.9
475,60770,228.5053,292,2,72.95
476,60792,2.8166,22,1,19.63
477,60906,177.4122,114,2,56.54
478,60921,-6.2196,15,1,34.86
479,60951,22.1447,30,1,38.96
480,60982,30.7403,31,1,42.09
481,61007,16.2385,25,1,40.62
482,61022,-6.2837,15,1,41.31
483,61204,254.34,182,3,81.15
484,61278,14.9019,74,1,42.19
485,61334,13.4391,56,1,42.38
486,61362,22.4993,28,1,40.62
487,61421,-7.548,59,1,40.23
488,61454,-1.7746,33,1,18.85
489,61517,84.0184,63,2,48.93
490,61586,52.6252,69,1,44.82
491,61638,80.1219,52,1,50.78
492,61687,11.0279,49,1,38.18
493,61745,38.0671,58,1,28.32
494,61765,11.5116,20,1,41.6
495,61798,-11.3299,33,1,18.26
496,61820,-9.6102,22,1,37.6
497,61909,67.4833,89,1,46.88
498,62000,-12.7029,91,1,26.56
499,62385,341.5578,385,3,83.11
500,62675,370.9283,290,4,88.18
501,63025,594.621,350,5,98.44
502,63079,-11.115,54,1,18.46
503,63308,373.1096,229,3,54.59
504,63488,236.515,180,3,82.42
505,63550,-5.5995,62,1,27.64
506,63583,0.7302,33,1,44.04
507,63620,53.9237,37,1,47.56
508,63654,39.2371,34,1,46.29
509,63887,278.2055,233,3,77.93
510,64149,428.3342,262,3,77.54
511,64200,-38.1472,51,1,25.68
512,64243,-0.8244,43,1,26.07
513,64296,-35.9553,53,1,24.8
514,64316,-10.4195,20,1,19.14
515,64372,49.8518,56,1,43.55
516,64405,25.0691,33,1,48.34
517,64419,-2.7473,14,1,43.16
518,64495,111.3995,76,1,54.49
519,64538,-22.7592,43,1,25.49
520,64636,118.5524,98,2,50.68
521,64799,121.2429,163,2,61.82
522,64926,243.2451,127,2,54.2
523,64984,95.6788,58,1,29.3
524,65056,105.7654,72,1,54.3
525,65133,91.5013,77,1,46.58
526,65307,45.1131,174,1,40.43
527,65369,-34.2435,62,1,26.86
528,65629,110.3521,260,2,64.55
529,65718,144.4772,89,2,62.7
530,65759,21.379,41,1,27.93
531,65872,76.6712,113,1,44.53
532,65911,-30.7784,39,1,25.2
533,66137,94.8022,226,2,59.47
534,66202,58.038,65,1,46.39
535,66215,-11.7645,13,1,41.5
536,66248,-25.0302,33,1,34.86
537,66301,-5.6242,53,1,18.46
538,66381,60.7286,80,2,46.58
539,66419,51.5817,38,1,25.0
540,66485,9.1341,66,1,40.72
541,66506,2.8014,21,1,17.87
542,66793,279.3135,287,3,70.61
543,66840,56.3502,47,1,48.63
544,67104,336.6167,264,3,78.42
545,67135,44.0031,31,1,49.12
546,67151,-6.3652,16,1,38.57
547,67179,35.0531,28,1,52.44
548,67388,156.3285,209,3,50.88
549,67479,9.6004,91,1,19.63
550,67686,323.7465,207,4,82.13
551,67730,44.6183,44,1,42.97
552,67777,-10.0745,47,1,37.6
553,67930,127.7194,153,2,50.49
554,68210,494.5308,280,4,85.64
555,68307,-32.7825,97,1,26.95
556,68362,-21.1577,55,1,18.36
557,68386,-15.9173,24,1,33.2
558,68583,-33.6226,197,1,26.37
559,69010,448.3002,427,4,91.89
560,69130,235.4475,120,2,55.08
561,69320,227.0747,190,2,47.95
562,69331,-15.1485,11,1,35.45
563,69353,-4.6728,22,1,35.64
564,69514,-10.7795,161,1,42.87
565,69592,112.0579,78,1,54.3
566,69644,44.5227,52,1,45.8
567,70068,864.3107,424,6,100.0
568,70231,107.4329,163,3,52.25
569,70280,59.1069,49,1,44.92
570,70357,78.6608,77,2,54.98
571,70795,741.0331,438,6,100.0
572,70916,5.1228,121,1,38.77
573,71060,56.5308,144,1,23.24
574,71162,125.5301,102,2,51.07
575,71210,-3.9435,48,1,26.27
576,71565,308.5944,355,3,70.21
577,71756,209.4664,191,3,55.96
578,71994,146.6621,238,2,58.2
579,72268,159.5451,274,2,60.45
580,72539,218.2194,271,2,64.65
581,72743,378.7781,204,4,90.72
582,72759,-27.5192,16,1,33.01
583,73250,579.1664,491,4,83.4
584,73488,376.8786,238,4,90.82
585,73939,417.5714,451,4,83.79
586,74310,233.7346,371,3,68.65
587,74434,180.3511,124,2,69.14
588,74461,32.4487,27,2,44.82
589,74752,554.2083,291,4,93.36
590,75058,378.8723,306,4,82.03
591,75438,776.9731,380,6,99.71
592,75477,48.7702,39,1,49.41
593,75701,249.5708,224,3,82.91
594,76006,373.4048,305,4,89.06
595,76085,84.1253,79,1,46.39
596,76476,404.8222,391,3,90.43
597,76518,54.1948,42,1,45.8
598,76763,356.5902,245,3,90.43
599,76926,66.1106,163,1,30.37
600,77101,291.8849,175,3,53.71
601,77230,184.47,129,2,68.55
602,77386,207.9327,156,2,69.14
603,77834,278.7963,448,4,87.89
604,78086,271.7813,252,3,84.28
605,78352,425.6419,266,4,87.01
606,78572,368.4358,220,3,86.33
607,78776,282.824,204,3,74.41
608,79026,368.7599,250,4,88.67
609,79266,126.6393,240,2,45.9
610,79866,260.7096,600,3,82.42
611,80228,365.4646,362,4,86.82
612,80243,-12.1009,15,1,41.8
613,80267,-0.6313,24,1,17.97
614,80492,237.7615,225,3,82.81
615,80543,66.9963,51,1,54.98
616,80801,87.68,258,2,45.7
617,80867,96.1439,66,1,47.75
618,81041,67.4997,174,1,44.63
619,81384,385.4781,343,4,84.28
620,81537,207.2322,153,3,79.79
621,81762,385.4794,225,3,56.74
622,81808,47.6305,46,1,46.88
623,81831,-12.3908,23,1,16.41
624,81959,251.0642,128,3,72.85
625,82001,29.5277,42,1,45.9
626,82493,342.1477,492,4,87.99
627,82573,155.1862,80,2,50.78
628,83116,597.1902,543,5,98.14
629,83224,149.1487,108,1,55.37
630,83457,402.4523,233,3,56.15
631,84057,433.9038,600,4,82.13
632,84293,499.4695,236,4,78.81
633,84517,363.9198,224,3,56.45
634,84556,50.9649,39,1,47.75
635,84805,356.4083,249,4,88.48
636,84840,36.971,35,1,44.92
637,85316,142.1739,476,2,51.86
638,85590,312.6056,274,3,80.86
639,85682,190.2005,92,2,52.73
640,86282,427.6364,600,5,95.31
641,86370,128.2227,88,1,62.3
642,86674,341.4797,304,4,87.89
643,86767,158.0795,93,2,64.16
644,87367,553.1852,600,4,84.18
645,87406,60.3377,39,1,47.66
646,87564,194.5286,158,1,63.09
647,88031,539.6164,467,4,78.61
648,88631,108.6023,600,2,58.01
649,89230,517.8606,599,4,85.45
650,89480,475.1339,250,4,91.6
651,89522,50.107,42,1,24.32
652,90122,242.5606,600,3,81.05
653,90363,355.7385,241,3,83.11
654,90818,351.4127,455,4,87.7
655,90930,221.3898,112,2,71.09
656,91530,318.552,600,3,82.81
657,91943,362.2526,413,4,82.03
658,92543,520.485,600,4,77.83
659,93143,208.4479,600,3,81.15
660,93590,442.4258,447,4,86.52
661,93691,198.4312,101,2,69.34
662,94291,476.9643,600,5,93.36
663,94379,117.9915,88,2,50.29
664,94675,294.2652,296,3,83.01
665,95275,441.0518,600,4,83.01
666,95427,189.0696,152,2,66.02
667,95564,296.1037,137,3,77.25
668,95632,132.0485,68,2,52.34
669,95860,356.1018,228,4,86.52
670,96460,312.8474,600,4,84.86
671,96765,473.8697,305,5,98.34
672,97365,387.3363,600,4,92.09
673,97430,57.628,65,1,48.14
674,97807,382.7542,377,4,89.36
675,98083,421.8831,276,4,83.5
676,98178,162.1758,95,2,52.93
677,98250,132.0673,72,2,52.44
678,98294,36.7413,44,1,44.43
679,98894,484.3469,600,4,94.04
680,98909,-6.1026,15,1,41.41
681,98932,13.7629,23,1,21.97
682,99532,466.407,600,4,85.45
683,99683,306.9608,151,3,56.35
684,99721,45.9408,38,1,52.44
685,99790,131.8301,69,2,52.64
686,100227,507.8269,437,4,83.59
687,100272,64.2987,45,1,26.46
688,100816,549.6226,544,5,97.95
689,100865,67.6043,49,2,44.34
690,100932,129.182,67,2,50.88
691,101157,305.0206,225,3,74.71
692,101426,436.1028,269,4,83.4
693,101580,274.5139,154,3,79.59
694,101711,222.3996,131,2,53.52
695,101989,436.9086,278,4,84.18
696,102221,304.5609,232,4,87.99
697,102605,281.4585,384,3,79.98
698,102920,300.7881,315,3,81.35
699,102930,-20.6144,10,1,40.23
700,103386,362.3659,456,3,56.84
701,103452,33.7438,66,1,22.36
702,104052,230.4563,600,2,78.12
703,104089,48.9071,37,1,50.29
704,104287,260.7651,198,3,79.79
705,104887,277.1897,600,3,78.22
706,105069,369.7987,182,3,78.61
707,105373,276.1476,304,3,78.32
708,105456,33.4355,83,1,45.31
709,105523,112.3255,67,1,43.65
710,105547,17.2166,24,1,46.88
711,105607,61.7133,60,1,46.09
712,105697,156.3513,90,2,68.07
713,106019,243.7552,322,2,76.27
714,106323,323.0426,304,3,80.76
715,106386,133.8218,63,2,51.17
716,106423,33.4457,37,1,41.21
717,106484,56.0439,61,1,54.79
718,106538,86.4492,54,1,27.05
719,106574,40.5721,36,1,45.8
720,106598,10.1462,24,1,46.39
721,106642,57.2104,44,1,42.58
722,107193,194.8725,551,2,71.48
723,107213,14.9873,20,1,38.38
724,107262,46.8176,49,1,50.98
725,107347,64.1935,85,1,34.08
726,107403,82.6432,56,1,50.0
727,107427,14.3819,24,1,36.72
728,107470,42.2271,43,1,38.28
729,107740,175.4893,270,2,69.04
730,108038,298.7295,298,3,80.47
731,108091,62.5326,53,1,53.91
732,108133,48.362,42,1,47.66
733,108145,-9.6411,12,1,42.29
734,108191,51.1079,46,1,44.92
735,108274,102.3059,83,1,52.83
736,108314,33.9678,40,1,23.34
737,108394,81.2277,80,1,47.85
738,108938,424.8276,544,4,85.35
739,108964,19.845,26,1,49.51
740,108998,11.4183,34,1,20.21
741,109251,210.6065,253,2,71.0
742,109649,151.6596,398,2,67.97
743,109677,37.8607,28,1,48.14
744,109720,70.7886,43,1,35.06
745,109740,1.4731,20,1,41.99
746,109795,68.9542,55,1,49.41
747,110098,202.2699,303,2,73.14
748,110193,133.3919,95,1,61.23
749,110256,100.4445,63,1,42.09
750,110340,98.5719,84,1,47.46
751,110428,103.9767,88,1,60.25
752,110908,239.6938,480,3,76.17
753,110986,32.6474,78,1,36.04
754,111011,29.3763,25,1,47.85
755,111065,56.0959,54,1,49.41
756,111116,48.8109,51,1,41.89
757,111160,22.7982,44,1,31.64
758,111360,84.999,200,1,25.49
759,111745,209.1967,385,2,67.97
760,111986,306.075,241,2,55.66
761,112049,63.2952,63,1,47.27
762,112482,327.7016,433,3,79.39
763,112501,-2.9845,19,1,16.99
764,112547,41.3486,46,1,36.13
765,112622,95.848,75,2,51.07
766,112653,30.6036,31,1,35.74
767,112921,222.2547,268,3,70.41
768,113161,287.6397,240,2,66.02
769,113293,263.4731,132,2,53.61
