episode,timestep,episode_reward,episode_length,visited_rooms,explored_pct
86,9316,-8.6793,98,1,35.74
87,9369,-15.793,53,1,19.43
88,9492,122.6371,123,1,55.18
89,9682,59.5929,190,1,30.86
90,9784,35.5317,102,1,41.31
91,10064,300.0059,280,1,62.7
92,10180,-16.0575,116,1,37.89
93,10198,8.1815,18,1,42.58
94,10254,-20.1361,56,1,40.53
95,10376,69.786,122,1,49.71
96,10437,34.389,61,1,23.05
97,10477,-25.5821,40,1,34.08
98,10635,230.2722,158,2,66.11
99,10799,167.7666,164,1,54.98
100,10931,37.4967,132,1,38.87
101,11123,250.5308,192,2,71.68
102,11166,-27.3736,43,1,25.98
103,11317,78.4949,151,1,32.62
104,11386,42.5153,69,1,40.04
105,11554,182.1211,168,2,50.0
106,11727,283.605,173,2,71.78
107,11862,83.9987,135,1,55.37
108,11987,51.7336,125,1,48.05
109,12058,9.2914,71,1,42.38
110,12137,49.132,79,1,42.68
111,12246,-13.9512,109,1,43.65
112,12375,106.0482,129,1,45.8
113,12660,226.6611,285,2,48.93
114,12822,182.4713,162,2,50.98
115,12905,19.5273,83,1,42.77
116,13037,61.7302,132,1,25.39
117,13127,10.218,90,1,19.92
118,13176,-18.3117,49,1,40.53
119,13206,37.6286,30,1,52.73
120,13263,31.8188,57,1,29.59
121,13476,217.7924,213,1,63.09
122,13770,279.1226,294,2,73.24
123,13845,-13.9402,75,1,39.84
124,14069,242.14,224,2,75.78
125,14201,229.2879,132,2,58.2
126,14269,3.1632,68,1,42.09
127,14512,310.5973,243,2,75.0
128,14534,-10.3149,22,1,17.97
129,14640,102.0521,106,1,36.91
130,15108,298.4555,468,2,67.09
131,15397,196.4059,289,1,60.74
132,15707,104.1689,310,2,51.56
133,15915,117.0328,208,3,53.71
134,16004,-23.1948,89,1,26.76
135,16209,104.4529,205,2,47.56
136,16265,-17.2412,56,1,26.27
137,16313,-17.0225,48,1,33.98
138,16349,6.6308,36,1,39.55
139,16443,-23.6415,94,1,26.07
140,16533,48.7623,90,1,31.45
141,16612,-2.2975,79,1,35.45
142,16748,166.059,136,1,53.52
143,16820,60.1901,72,1,48.63
144,17240,584.4359,420,4,89.65
145,17440,260.7594,200,1,49.71
146,17540,17.7433,100,1,42.77
147,17600,-10.4442,60,1,41.8
148,18200,497.1605,600,3,84.96
149,18694,298.8242,494,3,71.09
150,18817,157.3585,123,1,41.31
151,18849,-5.6203,32,1,19.73
152,18904,26.6192,55,1,36.62
153,19060,206.7543,156,2,65.43
154,19360,129.2178,300,1,57.91
155,19960,658.1639,600,4,83.5
156,20435,189.2008,475,3,51.66
157,20475,-6.061,40,1,38.77
158,20574,178.2821,99,2,51.76
159,20720,101.7502,146,1,47.46
160,20792,38.0991,72,1,46.09
161,20857,17.9443,65,1,20.02
162,20875,-9.6512,18,1,17.87
163,21127,252.5447,252,2,70.31
164,21150,-15.4017,23,1,16.99
165,21750,462.8181,600,3,84.18
166,21804,51.2978,54,1,24.9
167,21861,-31.4743,57,1,26.37
168,22461,584.2902,600,4,87.79
169,22482,-18.3577,21,1,16.89
170,23082,424.9732,600,3,88.18
171,23682,434.0485,600,3,82.23
172,23745,46.362,63,1,40.23
173,24345,566.3961,600,4,88.18
174,24468,229.3063,123,2,55.18
175,25068,365.3,600,2,69.43
176,25310,245.1081,242,2,58.11
177,25910,514.2675,600,3,81.84
178,26002,109.5595,92,1,50.78
179,26602,291.5628,600,3,76.86
180,27202,442.9729,600,4,83.69
181,27802,469.3692,600,4,91.11
182,27892,27.9004,90,1,44.24
183,28492,546.9438,600,4,92.19
184,29092,529.3719,600,3,79.69
185,29391,297.7985,299,2,56.05
186,29991,578.6368,600,4,87.89
187,30038,4.7913,47,1,20.12
188,30262,301.26,224,3,68.65
189,30406,243.5392,144,2,52.54
190,31006,533.9,600,4,88.09
191,31606,512.1058,600,4,83.79
192,32206,423.4937,600,4,81.05
193,32528,522.7044,322,4,82.71
194,32713,282.6337,185,2,54.98
195,33313,538.6165,600,4,83.69
196,33651,475.9484,338,4,83.3
197,34251,450.9513,600,4,93.65
198,34318,-13.0758,67,1,34.86
199,34918,516.3,600,4,83.89
200,35377,421.6478,459,4,84.86
201,35521,-0.2165,144,1,27.64
202,35569,20.6004,48,1,20.51
203,35962,517.2373,393,4,88.28
204,36024,57.2067,62,1,23.05
205,36286,409.3394,262,3,84.38
206,36886,310.6179,600,3,75.29
207,37206,363.6864,320,3,77.15
208,37806,482.9859,600,3,80.96
209,38406,430.1001,600,4,89.84
210,39006,486.7759,600,5,89.65
211,39606,513.1984,600,4,86.13
212,39926,336.5386,320,2,79.0
213,40010,144.9342,84,2,55.27
214,40610,752.3246,600,5,91.41
215,40703,185.8821,93,2,65.04
216,41234,496.7574,531,4,90.33
217,41676,721.3281,442,5,99.22
218,41854,286.6677,178,2,56.45
219,42212,354.0518,358,4,83.01
220,42242,37.6298,30,1,51.07
221,42631,304.5484,389,3,55.27
222,42860,260.5059,229,3,80.27
223,43460,471.4915,600,4,76.86
224,43719,314.4274,259,2,55.57
225,44319,542.7466,600,5,89.26
226,44528,150.1503,209,3,51.07
227,44586,79.5135,58,1,51.37
228,45186,480.0991,600,4,85.25
229,45247,36.8871,61,1,21.19
230,45267,2.32,20,1,40.53
231,45783,430.7318,516,4,85.74
232,45895,121.2905,112,2,48.63
233,46064,104.8852,169,2,46.29
234,46200,113.8178,136,2,45.21
235,46411,329.2628,211,3,75.29
236,47011,278.2629,600,3,68.65
237,47041,-16.6919,30,1,36.23
238,47084,29.6973,43,1,36.62
239,47140,-6.6778,56,1,41.02
240,47369,153.7587,229,2,56.54
241,47816,207.0831,447,3,58.59
242,47941,135.0374,125,1,54.39
243,48271,378.7066,330,3,83.11
244,48871,516.9343,600,4,82.62
245,49031,232.417,160,2,70.8
246,49085,72.3851,54,1,23.44
247,49311,213.2085,226,2,64.26
248,49381,57.4465,70,1,42.77
249,49450,70.0829,69,1,46.88
250,49553,-40.0348,103,1,26.95
251,49595,36.4296,42,1,36.62
252,49615,-3.2919,20,1,19.14
253,49641,22.5933,26,1,36.82
254,49906,407.4356,265,2,63.38
255,49943,-18.5634,37,1,18.36
256,49985,30.4661,42,1,43.65
257,50020,35.5441,35,1,24.32
258,50069,64.7207,49,1,26.07
259,50171,66.6685,102,1,29.1
260,50202,16.5298,31,1,39.06
261,50249,20.5766,47,1,40.04
262,50292,18.0544,43,1,36.23
263,50384,97.0566,92,1,49.32
264,50414,22.5466,30,1,48.14
265,50571,104.0265,157,2,46.48
266,50798,105.4485,227,3,55.47
267,51023,221.4955,225,3,79.69
268,51113,114.8811,90,1,58.2
269,51370,135.2032,257,3,50.39
270,51430,72.695,60,1,25.1
271,51503,-18.0346,73,1,18.65
272,51543,48.5309,40,1,32.32
273,51633,121.3673,90,1,50.29
274,51738,131.5848,105,2,46.0
275,51779,42.4155,41,1,45.02
276,51833,58.3279,54,1,42.29
277,51856,5.8362,23,1,38.96
278,51944,-10.3871,88,1,40.82
279,52378,144.9248,434,3,55.76
280,52562,233.8767,184,2,67.87
281,52612,38.6618,50,1,22.75
282,52661,24.8212,49,1,42.77
283,52819,134.4012,158,2,45.51
284,52895,42.8097,76,1,23.44
285,52917,17.5304,22,1,22.46
286,53084,101.4203,167,2,46.0
287,53101,-0.501,17,1,41.11
288,53204,159.2483,103,2,55.18
289,53273,89.4026,69,1,53.52
290,53306,15.8744,33,1,38.28
291,53353,41.8758,47,1,45.61
292,53400,-15.7794,47,1,18.75
293,53445,28.1086,45,1,22.66
294,53470,-1.0602,25,1,21.48
295,53493,-1.0772,23,1,35.35
296,53558,45.4356,65,1,33.01
297,53639,62.4612,81,1,44.24
298,53710,-29.9175,71,1,25.88
299,53737,20.0981,27,1,47.46
300,53790,28.1587,53,1,43.55
301,54109,59.6682,319,2,56.15
302,54181,38.3023,72,1,29.39
303,54257,-41.3925,76,1,26.86
304,54334,96.1917,77,1,50.98
305,54527,320.483,193,3,85.16
306,54570,44.6237,43,1,45.8
307,54814,227.5419,244,3,81.84
308,54871,37.0534,57,1,43.95
309,54923,-4.7967,52,1,37.6
310,54992,18.6325,69,1,39.84
311,55064,80.8592,72,1,51.66
312,55163,4.1486,99,1,28.32
313,55367,171.7077,204,2,65.82
314,55464,63.2108,97,1,45.8
315,55524,-2.6005,60,1,19.24
316,55623,34.0838,99,1,30.86
317,55665,3.4449,42,1,37.6
318,55697,28.4986,32,1,46.48
319,55754,80.6556,57,1,43.65
320,55800,13.7808,46,1,44.24
321,55877,119.3999,77,1,51.76
322,55929,33.1229,52,1,42.38
323,55991,61.7606,62,1,44.63
324,56077,121.8565,86,1,62.21
325,56428,84.8915,351,2,62.99
326,56492,67.3144,64,1,57.03
327,57012,491.1584,520,4,94.24
328,57103,109.7588,91,1,52.73
329,57141,6.9427,38,1,37.7
330,57182,50.6338,41,1,25.78
331,57208,-4.1605,26,1,19.73
332,57248,30.0202,40,1,30.27
333,57273,-7.21,25,1,19.24
334,57308,-11.677,35,1,17.97
335,57401,75.8533,93,1,44.43
336,57422,-6.606,21,1,39.75
337,57490,48.9259,68,1,45.51
338,57522,42.9691,32,1,47.75
339,57577,55.4581,55,1,44.14
340,57696,-26.8617,119,1,18.75
341,57804,123.1464,108,1,49.02
342,57923,14.6883,119,1,28.71
343,58012,115.7146,89,1,50.39
344,58056,29.6171,44,1,29.1
345,58109,19.1785,53,1,28.03
346,58161,-3.3371,52,1,17.97
347,58225,25.225,64,1,39.84
348,58280,46.9504,55,1,32.71
349,58356,2.2456,76,1,42.29
350,58439,51.4851,83,1,39.16
351,58479,12.7276,40,1,27.05
352,58677,138.6531,198,3,50.2
353,58702,8.0479,25,1,34.96
354,58772,7.2216,70,1,39.65
355,58817,21.0473,45,1,36.13
356,58858,51.5537,41,1,47.66
357,58890,18.0211,32,1,38.38
358,58915,-7.4262,25,1,17.68
359,58939,-2.261,24,1,37.7
360,59117,115.1893,178,3,52.64
361,59150,-11.2281,33,1,18.46
362,59233,82.4168,83,1,45.51
363,59270,33.192,37,1,41.89
364,59290,-1.7054,20,1,19.82
365,59461,130.1648,171,2,56.54
366,59518,20.6849,57,1,39.45
367,59562,25.0847,44,1,20.9
368,59663,5.8986,101,1,40.33
369,59943,310.1792,280,3,80.37
370,59983,-2.3453,40,1,18.85
371,60040,37.3806,57,1,30.27
372,60091,-24.7646,51,1,26.37
373,60183,53.7871,92,1,46.78
374,60205,-12.3792,22,1,16.6
375,60229,4.7478,24,1,20.8
376,60267,45.9227,38,1,50.0
377,60372,115.0403,105,1,44.63
378,60454,8.9342,82,1,41.21
379,60498,50.0024,44,1,43.16
380,60591,45.9931,93,1,29.59
381,60635,35.9932,44,1,43.36
382,60710,68.9342,75,1,47.36
383,60769,96.7792,59,1,29.98
384,60805,36.6541,36,1,24.8
385,60849,-11.8171,44,1,18.55
386,60930,62.4844,81,1,32.52
387,61091,130.9317,161,2,46.29
388,61332,272.4071,241,3,72.66
389,61394,70.1453,62,1,43.75
390,61437,-14.7052,43,1,25.88
391,61469,37.6076,32,1,46.88
392,61590,132.1701,121,3,51.86
393,61698,43.4062,108,1,45.51
394,61812,151.3811,114,2,56.54
395,61930,52.8345,118,1,48.34
396,62028,15.6611,98,1,41.89
397,62072,47.7078,44,1,52.15
398,62125,1.4239,53,1,28.81
399,62234,139.7147,109,2,57.52
400,62290,48.472,56,1,44.14
401,62567,253.433,277,3,69.53
402,62697,153.963,130,3,50.88
403,62742,-18.0521,45,1,27.34
404,62768,22.8315,26,1,47.17
405,62836,-1.4807,68,1,36.43
406,62868,40.7211,32,1,47.17
407,63159,417.825,291,2,57.13
408,63198,24.6408,39,1,36.72
409,63332,133.5654,134,2,46.0
410,63381,56.7347,49,1,45.41
411,63433,83.8486,52,1,57.62
412,63507,78.3642,74,1,33.2
413,63634,159.9604,127,3,52.15
414,63714,116.4745,80,1,54.69
415,63737,-3.8724,23,1,20.7
416,63785,-3.448,48,1,27.05
417,63841,17.2389,56,1,42.87
418,64127,351.2367,286,2,76.37
419,64150,-6.4893,23,1,17.19
420,64275,209.016,125,2,40.92
421,64369,-7.0395,94,1,36.04
422,64469,-13.7468,100,1,20.31
423,64617,110.3819,148,2,57.91
424,64688,102.7516,71,1,52.83
425,64987,107.2907,299,2,58.2
426,65082,169.8121,95,2,34.77
427,65279,77.3483,197,2,46.88
428,65309,13.3148,30,1,35.55
429,65358,34.956,49,1,41.89
430,65446,27.55,88,1,35.55
431,65481,33.5274,35,1,23.44
432,65604,143.2731,123,3,52.73
433,65802,98.119,198,1,34.67
434,65840,24.7767,38,1,47.27
435,65927,106.691,87,1,49.41
436,65997,104.3274,70,1,39.16
437,66199,79.328,202,2,45.41
438,66356,71.6863,157,1,32.23
439,66496,58.3019,140,1,35.35
440,66598,49.4545,102,1,22.07
441,66733,142.2432,135,3,50.0
442,66776,48.0021,43,1,43.75
443,66858,131.9018,82,1,43.46
444,66992,120.0352,134,2,46.39
445,67058,90.8014,66,1,28.03
446,67348,125.3644,290,2,58.69
447,67647,240.1271,299,3,68.95
448,67778,84.4798,131,1,50.78
449,67970,94.8703,192,2,47.07
450,67990,-6.1574,20,1,16.8
451,68305,352.1031,315,4,84.67
452,68842,181.3546,537,3,81.74
453,69124,272.9283,282,4,81.15
454,69215,68.1765,91,1,49.32
455,69815,514.5233,600,5,90.23
456,69837,-3.6234,22,1,20.31
457,69962,99.7456,125,1,51.17
458,70350,229.1795,388,3,69.24
459,70610,156.7638,260,2,58.11
460,70751,167.4383,141,2,64.55
461,70899,277.9771,148,3,74.9
462,71319,368.9765,420,3,79.3
463,71416,164.6296,97,2,52.64
464,71857,525.4326,441,4,85.55
465,71877,-12.0278,20,1,16.8
466,72010,129.6934,133,1,53.32
467,72313,467.8025,303,5,89.94
468,72393,113.6426,80,1,53.91
469,72546,133.8697,153,3,53.71
470,72608,-5.5553,62,1,18.75
471,73093,684.5808,485,6,99.71
472,73369,485.2909,276,4,86.52
473,73414,85.0365,45,2,54.98
474,73557,149.32,143,1,54.59
475,73586,25.506,29,1,48.05
476,74186,605.0813,600,4,83.5
477,74437,394.8474,251,4,86.33
478,74796,124.8472,359,3,51.27
479,74844,20.4148,48,1,42.09
480,75095,396.0202,251,4,85.84
481,75469,348.9267,374,4,89.16
482,75613,87.9237,144,2,47.85
483,75812,94.5666,199,3,53.22
484,75880,115.4854,68,1,59.47
485,76040,325.9486,160,3,77.34
486,76158,204.8209,118,2,65.82
487,76170,-11.9456,12,1,42.58
488,76342,311.6151,172,3,68.26
489,76436,61.0028,94,1,24.12
490,76738,341.2524,302,3,80.37
491,77276,331.6269,538,4,83.89
492,77550,521.2479,274,4,81.84
493,77640,28.154,90,1,38.09
494,78138,358.2143,498,4,85.35
495,78281,128.0113,143,2,62.11
496,78318,27.5844,37,1,42.29
497,78363,51.279,45,1,48.93
498,78406,66.6965,43,1,48.44
499,78805,610.3289,399,5,97.66
500,79288,370.289,483,3,83.89
501,79313,26.4143,25,1,47.75
502,79502,332.8007,189,3,75.88
503,79764,370.6363,262,4,88.77
504,79831,55.368,67,1,44.24
505,80049,193.0275,218,2,65.23
506,80413,326.3991,364,4,82.62
507,81013,476.785,600,5,96.39
508,81141,231.8105,128,2,53.81
509,81212,9.0939,71,1,21.68
510,81388,278.5328,176,3,75.78
511,81464,28.9101,76,1,20.7
512,81708,408.2684,244,4,89.06
513,82103,474.4722,395,5,92.77
514,82157,56.9391,54,1,22.95
515,82577,694.3276,420,5,96.48
516,82715,250.9356,138,3,79.69
517,82815,62.9752,100,1,48.93
518,82884,94.1123,69,1,60.06
519,83140,263.2995,256,2,75.78
520,83451,357.0555,311,4,87.89
521,83533,80.9873,82,1,53.71
522,83577,14.6328,44,1,36.33
523,83636,71.2166,59,1,49.32
524,83832,267.7891,196,2,75.29
525,83873,54.5846,41,1,44.43
526,84020,259.8956,147,2,70.02
527,84442,303.4909,422,2,50.2
528,84588,266.0975,146,3,77.05
529,84619,37.6027,31,1,42.19
530,85007,608.6596,388,5,84.18
531,85028,8.9809,21,1,21.97
532,85098,103.6442,70,1,58.2
533,85380,432.6463,282,4,82.13
534,85471,124.5945,91,1,60.64
535,85608,212.7334,137,2,74.41
536,85945,329.7248,337,4,83.89
537,86036,81.5552,91,1,28.42
538,86285,355.3251,249,3,74.41
539,86447,266.6765,162,2,56.74
540,86590,286.9482,143,3,77.25
541,86921,327.3581,331,4,82.52
542,87149,315.4982,228,2,51.95
543,87446,291.6686,297,2,69.63
544,87510,94.3232,64,1,62.79
545,87659,123.65,149,3,53.42
546,88259,380.8847,600,3,80.37
547,88619,493.5825,360,5,90.23
548,88645,11.2921,26,1,21.09
549,88938,334.5871,293,3,79.3
550,89525,367.9445,587,4,83.59
551,89604,97.9333,79,1,26.76
552,89929,274.6693,325,4,82.42
553,90222,76.6068,293,2,46.78
554,90414,317.4319,192,3,76.95
555,90795,244.0401,381,2,74.22
556,91395,313.632,600,3,83.98
557,91566,153.1119,171,3,51.37
558,92149,637.8541,583,5,99.9
559,92749,301.4439,600,3,52.73
560,92947,345.8801,198,3,82.42
561,93116,261.4479,169,2,71.58
562,93599,372.4324,483,4,87.6
563,93859,465.9346,260,4,80.86
564,94453,403.0144,594,4,90.43
565,94876,317.8825,423,4,91.31
566,95133,250.6549,257,2,75.98
567,95678,398.3454,545,5,91.5
568,95992,489.0001,314,4,88.48
569,96245,310.3646,253,3,74.41
570,96471,394.0663,226,4,86.62
571,96913,300.4595,442,4,83.01
572,97513,289.5993,600,3,81.15
573,97962,353.1606,449,4,90.62
574,98562,55.5507,600,3,53.91
575,99144,657.953,582,6,99.9
576,99431,333.1612,287,4,87.01
577,100031,627.14,600,5,96.09
578,100492,286.7526,461,3,80.47
579,100575,63.8155,83,1,25.0
580,101175,325.745,600,3,83.89
581,101775,474.3042,600,4,86.33
582,102035,304.9978,260,3,79.1
583,102332,480.675,297,4,80.86
584,102585,502.1455,253,4,81.45
585,102614,16.922,29,1,20.7
586,103199,356.9701,585,4,86.43
587,103468,207.367,269,2,76.37
588,104068,50.3734,600,2,50.68
589,104314,334.4111,246,3,76.56
590,104914,294.8582,600,2,72.17
591,105150,288.7284,236,3,81.74
592,105348,476.3539,198,4,81.84
593,105791,243.1546,443,3,78.91
594,106391,193.9275,600,2,69.34
595,106511,282.6934,120,3,74.22
596,106658,261.6193,147,3,73.34
597,106710,90.1718,52,1,50.2
598,107310,50.4331,600,1,51.17
599,107528,481.1348,218,4,86.04
600,108058,446.2851,530,4,86.23
601,108464,175.5343,406,2,69.14
602,108672,399.7207,208,4,86.23
603,108958,172.1332,286,2,67.38
604,109558,352.5747,600,3,81.93
605,110089,140.8962,531,2,68.95
606,110430,558.8509,341,4,85.64
607,110516,116.7458,86,1,66.11
608,110866,270.1512,350,3,70.8
609,111466,319.1593,600,3,56.35
610,112066,375.4611,600,3,85.25
611,112666,305.713,600,2,78.12
612,113266,309.9172,600,3,74.02
613,113392,243.8837,126,2,54.49
614,113842,563.519,450,5,87.99
615,114442,219.6883,600,2,81.05
616,115042,439.1462,600,3,81.64
617,115190,207.8347,148,2,49.71
618,115683,240.5211,493,3,76.37
619,115701,8.8864,18,1,41.41
620,116301,351.4251,600,3,64.16
621,116750,493.1869,449,4,84.18
622,117350,218.9,600,2,74.61
623,117950,265.8,600,1,68.55
624,117969,-10.0755,19,1,18.36
625,118188,252.6631,219,3,73.44
626,118788,170.5134,600,2,73.24
627,119388,245.6014,600,3,73.44
628,119511,210.825,123,2,54.2
629,119817,370.2138,306,3,81.15
630,120121,311.0295,304,3,76.17
631,120721,401.7106,600,3,81.64
632,120799,161.58,78,2,59.57
633,121320,291.3275,521,2,69.43
634,121835,328.5024,515,4,83.2
635,122330,166.4694,495,2,75.88
636,122930,372.4044,600,4,88.96
637,123240,415.8054,310,4,89.06
638,123264,-9.8815,24,1,17.58
639,123421,210.4634,157,2,74.32
640,123461,55.5935,40,1,28.12
641,123477,2.9548,16,1,41.8
642,123518,78.8889,41,1,49.8
643,123677,195.4065,159,2,54.49
644,123700,22.4704,23,1,23.14
645,124065,243.5187,365,2,69.43
646,124348,417.948,283,3,80.76
647,124948,173.8798,600,2,69.34
648,125548,309.5034,600,2,78.12
649,126139,299.9277,591,3,77.83
650,126445,366.74,306,4,90.62
651,126731,196.9744,286,2,59.57
652,126938,202.9923,207,2,69.63
653,127538,348.1433,600,4,87.89
654,127830,334.2721,292,3,80.27
655,128110,255.148,280,2,70.12
656,128128,-0.4817,18,1,42.48
657,128248,253.323,120,2,55.96
658,128503,461.3802,255,4,77.64
659,128615,250.4936,112,2,46.19
660,129078,247.2276,463,2,77.15
661,129414,413.6247,336,4,91.41
662,129422,-17.0163,8,1,40.04
663,129618,264.5301,196,3,79.39
664,129684,154.448,66,2,53.32
665,129695,-8.1447,11,1,43.95
666,129937,225.8645,242,3,70.51
667,130062,246.9516,125,3,82.81
668,130089,18.1319,27,1,23.83
669,130343,387.0082,254,3,82.42
670,130896,236.4318,553,3,83.89
671,131293,249.2621,397,2,67.29
672,131391,163.0597,98,2,67.48
673,131540,225.8325,149,2,73.24
674,131761,174.4582,221,2,66.89
675,131923,171.83,162,2,67.87
676,132113,125.8917,190,2,69.63
677,132346,462.8105,233,3,78.52
678,132946,129.9,600,1,67.29
679,133020,138.1513,74,2,53.61
680,133437,245.6578,417,3,73.24
681,133459,20.8315,22,1,51.07
682,133962,248.37,503,2,76.27
683,134301,179.511,339,2,69.14
684,134447,284.2257,146,3,76.86
685,134862,170.0216,415,2,70.51
686,135124,272.5804,262,3,79.79
687,135600,241.4531,476,2,77.34
688,136065,384.0813,465,3,82.91
689,136197,213.8185,132,2,54.1
690,136481,134.9192,284,3,52.44
691,136511,37.8048,30,1,50.78
692,136576,129.9176,65,2,50.59
693,136812,304.3395,236,3,78.81
694,136860,87.1878,48,1,50.0
695,136877,-2.8461,17,1,19.24
696,137353,43.2607,476,1,44.04
697,137600,438.2648,247,4,91.8
698,137796,163.3257,196,2,67.48
699,137826,1.2954,30,1,20.31
700,137862,69.145,36,2,57.23
701,138019,198.7166,157,2,67.87
702,138131,73.9366,112,2,57.62
703,138187,102.6311,56,2,51.17
704,138206,2.6268,19,1,40.62
705,138301,167.9046,95,2,65.53
706,138496,180.4848,195,3,73.63
707,138686,260.4862,190,2,71.29
708,138712,35.3421,26,1,52.54
709,138855,269.6643,143,2,48.93
710,139030,324.6541,175,3,53.32
711,139051,-1.8142,21,1,21.39
712,139082,34.5071,31,1,45.02
713,139217,161.6194,135,3,53.12
714,139303,200.229,86,2,51.95
715,139534,304.4665,231,4,82.62
716,139658,161.7715,124,2,65.82
717,139723,39.5455,65,1,49.12
718,139872,145.1448,149,2,63.09
719,140254,217.874,382,2,74.41
720,140353,63.9519,99,1,50.98
721,140647,327.4597,294,3,61.33
722,140832,152.3712,185,1,63.87
723,141043,132.7369,211,2,66.5
724,141192,247.9912,149,3,73.73
725,141257,136.3283,65,2,54.2
726,141367,174.7469,110,2,74.51
727,141444,98.5095,77,1,49.02
728,141501,96.1332,57,2,52.93
729,141779,352.9052,278,3,77.73
730,141916,198.2019,137,2,54.69
731,141962,49.0179,46,1,40.82
732,141987,14.2104,25,1,37.89
733,142139,178.3494,152,2,69.43
734,142232,202.2378,93,2,63.18
735,142412,315.6309,180,3,77.73
736,142602,127.6636,190,2,67.48
737,142739,276.5736,137,3,71.19
738,142898,237.5329,159,2,54.59
739,142926,29.005,28,1,33.5
740,142961,46.2214,35,1,50.88
741,143010,52.7307,49,1,23.93
742,143261,315.1606,251,2,48.14
743,143276,-5.9325,15,1,41.89
744,143310,37.2223,34,1,51.46
745,143455,176.837,145,2,66.89
746,143508,71.5665,53,1,57.23
747,143630,229.1173,122,2,55.47
748,143641,-20.6614,11,1,41.02
749,143742,166.0188,101,1,59.86
750,143853,224.2835,111,2,58.59
751,143909,109.7617,56,2,50.68
752,143921,-5.6697,12,1,39.45
753,143931,-11.2915,10,1,41.11
754,143957,26.5899,26,1,48.44
755,144120,128.9317,163,2,67.38
756,144281,151.6816,161,1,65.33
757,144484,299.0981,203,2,73.83
758,144584,165.9599,100,2,63.57
759,144925,241.5611,341,2,70.8
760,144934,-14.2545,9,1,41.7
761,145049,143.1981,115,2,68.75
762,145134,185.5493,85,2,72.56
763,145450,279.0979,316,2,50.88
764,145484,63.4482,34,2,53.22
765,145576,159.1594,92,2,71.19
766,145705,292.1712,129,3,55.18
767,145839,153.8019,134,2,68.85
768,145930,153.9317,91,2,67.19
769,145974,102.0584,44,2,50.2
770,146337,479.1194,363,4,81.93
771,146381,55.8404,44,1,52.05
772,146496,170.4713,115,2,70.61
