rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/n_updates,train/learning_rate,train/ent_coef
242.38472087,216,87856,396,391.34,221,-65.48597824573517,15.199998989701271,-0.11623272928409278,9728,0.001,0.06004417431540787
246.35309352000002,220,89720,397,397.53,225,-63.818408846855164,11.302341490983963,0.29919153545051813,9952,0.001,0.060664455755613744
255.18686619,224,90432,396,402.63,227,-63.89861869812012,13.06737232208252,-0.20450013503432274,10048,0.001,0.06110116722993553
272.29695577,228,91544,396,411.54,230,-64.27389252185822,11.051895469427109,-0.1863186659757048,10176,0.001,0.060063110082410276
278.7506946,232,94520,395,412.88,238,-62.911964893341064,13.011470675468445,0.03315662103705108,10560,0.001,0.06418409198522568
282.45027385000003,236,95912,394,407.8,242,-63.639363527297974,14.06494078040123,0.10252323094755411,10720,0.001,0.06334399129264057
287.33688249000005,240,96712,394,412.14,245,-63.22547626495361,13.600087851285934,-0.1075369599275291,10816,0.001,0.06271312083117664
295.48662834000004,244,98712,392,412.34,251,-63.8536171913147,14.47252544760704,0.49548554269131273,11072,0.001,0.06246592488605529
300.26627345,248,100648,391,403.3,257,-62.96049511432648,15.066091746091843,-0.2727051693946123,11328,0.001,0.06100684031844139
305.46917947,252,102680,390,403.18,263,-63.30706822872162,12.008091449737549,-0.4719971895683557,11584,0.001,0.061759843956679106
307.40576011,256,103752,390,402.6,265,-63.07146120071411,13.173004910349846,-0.09905812120996416,11712,0.001,0.06223275884985924
308.51846015,260,105512,390,397.76,270,-62.00014126300812,13.673958539962769,-0.33884904021397233,11936,0.001,0.06452424265444279
310.95176053,264,106352,389,392.29,272,-62.30629587173462,13.331298112869263,0.2613902024459094,12032,0.001,0.0637894889805466
308.97505617,268,109016,388,401.16,280,-61.620745062828064,15.059432655572891,0.05546183045953512,12352,0.001,0.0665780941490084
312.20686318,272,110760,387,408.34,285,-61.54332888126373,12.779532343149185,0.22394945286214352,12576,0.001,0.06746552465483546
308.41722427999997,276,112568,387,412.9,290,-61.588130593299866,16.803983598947525,-0.03842864604666829,12800,0.001,0.06836389354430139
304.96306677999996,280,114744,387,405.98,295,-60.53473091125488,15.566641762852669,0.002963967388495803,13088,0.001,0.0674712450709194
300.2827491599999,284,115560,387,411.5,298,-60.69460117816925,16.418543726205826,0.37331900955177844,13184,0.001,0.06834445428103209
297.89178949,288,119480,387,419.93,308,-60.41083645820618,16.403268218040466,0.386887697968632,13664,0.001,0.06516169221140444
297.93860672999995,292,120312,387,433.39,310,-59.81415069103241,17.412846714258194,0.05908450693823397,13760,0.001,0.06767348130233586
301.8563756699999,296,121352,386,423.52,314,-60.343743324279785,16.92591142654419,-0.3781481245532632,13920,0.001,0.06896944949403405
295.41403297,300,124464,384,434.08,323,-59.26734232902527,16.26389491558075,0.013337312266230583,14304,0.001,0.06567490170709789
293.04515545000004,304,126152,383,440.01,328,-61.025145411491394,15.974156349897385,-0.06992357107810676,14496,0.001,0.06663835071958601
293.79058324,308,129144,382,449.01,337,-60.277718901634216,16.001704305410385,-0.29928762116469443,14880,0.001,0.07073647808283567
292.26690823,312,130624,381,447.03,342,-60.593520641326904,18.813274562358856,0.20233414229005575,15072,0.001,0.06704089976847172
294.04374845,316,132528,382,447.83,346,-60.656152844429016,16.851095139980316,-0.2672276954399422,15296,0.001,0.06879858416505158
292.83324053,320,134064,381,447.34,350,-59.81877601146698,17.725266486406326,-0.09819763852283359,15488,0.001,0.068548179930076
289.48304499,324,136312,381,448.23,357,-59.442481994628906,17.559199303388596,0.41272770054638386,15776,0.001,0.06589945498853922
281.53454748999997,328,138744,381,460.34,363,-59.39577090740204,17.670703023672104,-0.04714068351313472,16064,0.001,0.06728461268357933
276.44959766000005,332,141112,379,469.58,371,-58.33592236042023,19.095680505037308,0.9439072185195982,16384,0.001,0.06443010573275387
277.84779585,336,142624,379,473.2,375,-58.27964532375336,21.94273880124092,-0.09484649053774774,16576,0.001,0.06758566224016249
275.41672785000003,340,143664,379,465.51,378,-58.09204566478729,21.677904397249222,-0.5264895190484822,16704,0.001,0.06639256235212088
266.04514720000003,344,146296,379,477.09,385,-56.96051609516144,15.023108661174774,0.07390717347152531,17024,0.001,0.06460067420266569
262.59002515,348,147616,378,476.37,390,-57.62742078304291,20.048417448997498,-0.054943604627624154,17184,0.001,0.06560376612469554
262.76548091,352,149296,377,472.57,395,-55.98270833492279,16.700500935316086,-0.08969805482774973,17408,0.001,0.0633746802341193
262.12420795,356,151088,377,472.1,400,-55.98790454864502,17.388852566480637,-0.06696798861958086,17632,0.001,0.06364255677908659
259.81356399000003,360,153112,377,471.26,405,-55.76019024848938,16.53823158144951,-0.16108372807502747,17888,0.001,0.06043157109525055
254.3683969,364,155184,377,483.53,410,-54.525381326675415,17.937875896692276,0.10325174173340201,18144,0.001,0.06371879391372204
252.23949512000002,368,157200,376,484.83,417,-54.7467474937439,19.442221701145172,-0.27663363073952496,18400,0.001,0.060267775785177946
251.16703137000002,372,159984,376,491.11,424,-53.195411682128906,17.850967437028885,-0.3404218804789707,18720,0.001,0.06190266215708107
251.34419997,376,161616,376,488.37,428,-52.0041823387146,19.11907458305359,0.004958475008606911,18944,0.001,0.058481423766352236
243.17163768000006,380,163536,377,493.69,433,-52.43291366100311,19.635019540786743,-0.15663859026972204,19168,0.001,0.05984271119814366
248.55197382000003,384,164544,377,485.47,436,-51.754032254219055,16.403010308742523,-0.22616548906080425,19296,0.001,0.059055454563349485
249.80084696000003,388,166472,376,480.59,441,-51.41643297672272,17.34841623902321,0.11592673137784004,19552,0.001,0.0595556425396353
250.95008834,392,169056,376,480.99,449,-50.8796728849411,16.216464519500732,-0.019311140291392803,19872,0.001,0.05955573997925967
241.72289151999996,396,171216,375,491.86,455,-50.06595718860626,16.65957897901535,-0.14954828924965113,20128,0.001,0.06229139328934252
242.66524100999996,400,172576,375,483.7,459,-50.19600069522858,17.072266221046448,0.12037759646773338,20320,0.001,0.06232485640794039
245.45704381999997,404,175488,375,480.37,466,-49.8729043006897,16.82181552052498,-0.2660823732148856,20672,0.001,0.05513978854287416
245.98637216000003,408,176592,375,480.55,470,-48.58088743686676,17.665509909391403,0.30305481411051005,20800,0.001,0.0554579496383667
248.12496896999997,412,177376,374,478.28,473,-49.14904975891113,16.738150477409363,0.0942070868331939,20896,0.001,0.05471795843914151
253.64834208999997,416,178528,373,463.9,477,-48.70350646972656,15.700015604496002,0.2729070072527975,21056,0.001,0.05423341796267778
255.03849365,420,181288,373,464.06,485,-48.318703413009644,13.686741381883621,-0.09782604454085231,21408,0.001,0.056205333676189184
255.00842197999998,424,182840,373,468.48,490,-48.40216886997223,14.871373355388641,0.3136421862291172,21600,0.001,0.055954000796191394
259.67437039000004,428,184360,373,459.22,494,-47.504748821258545,14.951614886522293,-0.3730388297699392,21792,0.001,0.056293039000593126
264.76991921,432,186800,373,449.72,500,-46.745468974113464,17.499665677547455,-0.1662065600976348,22080,0.001,0.051188534358516335
265.03417641,436,187760,373,451.48,503,-46.778021812438965,15.957641005516052,-0.07198496116325259,22208,0.001,0.05020885542035103
269.61483281999995,440,189160,372,451.27,507,-46.92562675476074,19.308807387948036,0.35513099329546094,22368,0.001,0.04973163839895278
274.49976229,444,190208,372,439.73,510,-47.113113045692444,17.354202434420586,0.14690653374418616,22496,0.001,0.05140067404136062
280.36079921,448,191640,372,441.1,514,-46.404770612716675,16.382545739412308,-0.14581357699353248,22688,0.001,0.05478209618013352
283.39300134999996,452,193872,371,442.49,521,-46.17973744869232,18.444209545850754,0.19658359000459313,22976,0.001,0.05123956117313355
281.58385556,456,194784,371,440.84,524,-45.061302185058594,16.882999390363693,0.32809616322629154,23072,0.001,0.05144481407478452
281.4450477,460,197704,371,446.11,531,-44.37887418270111,14.532831132411957,0.41739280289039016,23456,0.001,0.05129320977721363
282.81510612,464,198928,371,441.34,535,-44.30969440937042,13.110882684588432,-0.34447758342139423,23616,0.001,0.050783432088792324
287.28103366000005,468,200096,370,432.97,539,-43.36114490032196,15.472654283046722,0.35987545154057443,23744,0.001,0.050063628470525146
